GDP,Geography,Industry,Quarter
"1,492",Alabama,"Agriculture, forestry, fishing, and hunting",2011 Q1
317,Alaska,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,738",Arizona,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,020",Arkansas,"Agriculture, forestry, fishing, and hunting",2011 Q1
"24,355",California,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,139",Colorado,"Agriculture, forestry, fishing, and hunting",2011 Q1
199,Connecticut,"Agriculture, forestry, fishing, and hunting",2011 Q1
,Delaware,"Agriculture, forestry, fishing, and hunting",2011 Q1
,District of Columbia,"Agriculture, forestry, fishing, and hunting",2011 Q1
"33,169",Far West,"Agriculture, forestry, fishing, and hunting",2011 Q1
"4,611",Florida,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,664",Georgia,"Agriculture, forestry, fishing, and hunting",2011 Q1
"20,019",Great Lakes,"Agriculture, forestry, fishing, and hunting",2011 Q1
304,Hawaii,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,631",Idaho,"Agriculture, forestry, fishing, and hunting",2011 Q1
"5,878",Illinois,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,432",Indiana,"Agriculture, forestry, fishing, and hunting",2011 Q1
"8,395",Iowa,"Agriculture, forestry, fishing, and hunting",2011 Q1
"4,810",Kansas,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,914",Kentucky,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,364",Louisiana,"Agriculture, forestry, fishing, and hunting",2011 Q1
526,Maine,"Agriculture, forestry, fishing, and hunting",2011 Q1
745,Maryland,"Agriculture, forestry, fishing, and hunting",2011 Q1
538,Massachusetts,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,369",Michigan,"Agriculture, forestry, fishing, and hunting",2011 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2011 Q1
"5,458",Minnesota,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,496",Mississippi,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,233",Missouri,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,269",Montana,"Agriculture, forestry, fishing, and hunting",2011 Q1
"7,289",Nebraska,"Agriculture, forestry, fishing, and hunting",2011 Q1
271,Nevada,"Agriculture, forestry, fishing, and hunting",2011 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2011 Q1
132,New Hampshire,"Agriculture, forestry, fishing, and hunting",2011 Q1
616,New Jersey,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,099",New Mexico,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,231",New York,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,184",North Carolina,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,340",North Dakota,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,347",Ohio,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,000",Oklahoma,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,543",Oregon,"Agriculture, forestry, fishing, and hunting",2011 Q1
"2,535",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2011 Q1
"35,240",Plains,"Agriculture, forestry, fishing, and hunting",2011 Q1
,Rhode Island,"Agriculture, forestry, fishing, and hunting",2011 Q1
"7,205",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2011 Q1
893,South Carolina,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,713",South Dakota,"Agriculture, forestry, fishing, and hunting",2011 Q1
"22,600",Southeast,"Agriculture, forestry, fishing, and hunting",2011 Q1
"12,089",Southwest,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,396",Tennessee,"Agriculture, forestry, fishing, and hunting",2011 Q1
"7,262",Texas,"Agriculture, forestry, fishing, and hunting",2011 Q1
"138,937",United States,"Agriculture, forestry, fishing, and hunting",2011 Q1
592,Utah,"Agriculture, forestry, fishing, and hunting",2011 Q1
307,Vermont,"Agriculture, forestry, fishing, and hunting",2011 Q1
"1,333",Virginia,"Agriculture, forestry, fishing, and hunting",2011 Q1
"5,376",Washington,"Agriculture, forestry, fishing, and hunting",2011 Q1
223,West Virginia,"Agriculture, forestry, fishing, and hunting",2011 Q1
"3,994",Wisconsin,"Agriculture, forestry, fishing, and hunting",2011 Q1
573,Wyoming,"Agriculture, forestry, fishing, and hunting",2011 Q1
"173,656",Alabama,All industry total,2011 Q1
"47,567",Alaska,All industry total,2011 Q1
"247,393",Arizona,All industry total,2011 Q1
"104,736",Arkansas,All industry total,2011 Q1
"1,957,916",California,All industry total,2011 Q1
"253,513",Colorado,All industry total,2011 Q1
"228,522",Connecticut,All industry total,2011 Q1
"56,878",Delaware,All industry total,2011 Q1
"103,360",District of Columbia,All industry total,2011 Q1
"2,747,423",Far West,All industry total,2011 Q1
"715,880",Florida,All industry total,2011 Q1
"408,762",Georgia,All industry total,2011 Q1
"2,066,286",Great Lakes,All industry total,2011 Q1
"67,688",Hawaii,All industry total,2011 Q1
"54,352",Idaho,All industry total,2011 Q1
"650,043",Illinois,All industry total,2011 Q1
"278,632",Indiana,All industry total,2011 Q1
"141,320",Iowa,All industry total,2011 Q1
"127,678",Kansas,All industry total,2011 Q1
"163,856",Kentucky,All industry total,2011 Q1
"212,942",Louisiana,All industry total,2011 Q1
"50,210",Maine,All industry total,2011 Q1
"312,576",Maryland,All industry total,2011 Q1
"397,756",Massachusetts,All industry total,2011 Q1
"389,973",Michigan,All industry total,2011 Q1
"2,727,946",Mideast,All industry total,2011 Q1
"271,515",Minnesota,All industry total,2011 Q1
"92,017",Mississippi,All industry total,2011 Q1
"249,438",Missouri,All industry total,2011 Q1
"37,326",Montana,All industry total,2011 Q1
"93,769",Nebraska,All industry total,2011 Q1
"117,809",Nevada,All industry total,2011 Q1
"812,998",New England,All industry total,2011 Q1
"62,103",New Hampshire,All industry total,2011 Q1
"478,666",New Jersey,All industry total,2011 Q1
"80,115",New Mexico,All industry total,2011 Q1
"1,198,106",New York,All industry total,2011 Q1
"418,605",North Carolina,All industry total,2011 Q1
"36,426",North Dakota,All industry total,2011 Q1
"492,830",Ohio,All industry total,2011 Q1
"144,995",Oklahoma,All industry total,2011 Q1
"198,309",Oregon,All industry total,2011 Q1
"578,317",Pennsylvania,All industry total,2011 Q1
"959,808",Plains,All industry total,2011 Q1
"47,869",Rhode Island,All industry total,2011 Q1
"500,179",Rocky Mountain,All industry total,2011 Q1
"165,279",South Carolina,All industry total,2011 Q1
"39,530",South Dakota,All industry total,2011 Q1
"3,191,738",Southeast,All industry total,2011 Q1
"1,703,406",Southwest,All industry total,2011 Q1
"253,234",Tennessee,All industry total,2011 Q1
"1,230,769",Texas,All industry total,2011 Q1
"14,710,050",United States,All industry total,2011 Q1
"117,915",Utah,All industry total,2011 Q1
"26,541",Vermont,All industry total,2011 Q1
"418,166",Virginia,All industry total,2011 Q1
"358,481",Washington,All industry total,2011 Q1
"64,837",West Virginia,All industry total,2011 Q1
"254,884",Wisconsin,All industry total,2011 Q1
"37,119",Wyoming,All industry total,2011 Q1
626,Alabama,"Arts, entertainment, and recreation",2011 Q1
216,Alaska,"Arts, entertainment, and recreation",2011 Q1
"2,406",Arizona,"Arts, entertainment, and recreation",2011 Q1
402,Arkansas,"Arts, entertainment, and recreation",2011 Q1
"26,623",California,"Arts, entertainment, and recreation",2011 Q1
"3,493",Colorado,"Arts, entertainment, and recreation",2011 Q1
"1,686",Connecticut,"Arts, entertainment, and recreation",2011 Q1
557,Delaware,"Arts, entertainment, and recreation",2011 Q1
892,District of Columbia,"Arts, entertainment, and recreation",2011 Q1
"34,643",Far West,"Arts, entertainment, and recreation",2011 Q1
"14,172",Florida,"Arts, entertainment, and recreation",2011 Q1
"2,684",Georgia,"Arts, entertainment, and recreation",2011 Q1
"17,774",Great Lakes,"Arts, entertainment, and recreation",2011 Q1
623,Hawaii,"Arts, entertainment, and recreation",2011 Q1
373,Idaho,"Arts, entertainment, and recreation",2011 Q1
"5,527",Illinois,"Arts, entertainment, and recreation",2011 Q1
"3,287",Indiana,"Arts, entertainment, and recreation",2011 Q1
"1,213",Iowa,"Arts, entertainment, and recreation",2011 Q1
551,Kansas,"Arts, entertainment, and recreation",2011 Q1
846,Kentucky,"Arts, entertainment, and recreation",2011 Q1
"2,246",Louisiana,"Arts, entertainment, and recreation",2011 Q1
457,Maine,"Arts, entertainment, and recreation",2011 Q1
"2,332",Maryland,"Arts, entertainment, and recreation",2011 Q1
"3,511",Massachusetts,"Arts, entertainment, and recreation",2011 Q1
"2,977",Michigan,"Arts, entertainment, and recreation",2011 Q1
"30,430",Mideast,"Arts, entertainment, and recreation",2011 Q1
"2,519",Minnesota,"Arts, entertainment, and recreation",2011 Q1
677,Mississippi,"Arts, entertainment, and recreation",2011 Q1
"3,141",Missouri,"Arts, entertainment, and recreation",2011 Q1
499,Montana,"Arts, entertainment, and recreation",2011 Q1
493,Nebraska,"Arts, entertainment, and recreation",2011 Q1
"3,257",Nevada,"Arts, entertainment, and recreation",2011 Q1
"6,836",New England,"Arts, entertainment, and recreation",2011 Q1
504,New Hampshire,"Arts, entertainment, and recreation",2011 Q1
"3,880",New Jersey,"Arts, entertainment, and recreation",2011 Q1
449,New Mexico,"Arts, entertainment, and recreation",2011 Q1
"15,800",New York,"Arts, entertainment, and recreation",2011 Q1
"3,696",North Carolina,"Arts, entertainment, and recreation",2011 Q1
133,North Dakota,"Arts, entertainment, and recreation",2011 Q1
"3,834",Ohio,"Arts, entertainment, and recreation",2011 Q1
999,Oklahoma,"Arts, entertainment, and recreation",2011 Q1
"1,113",Oregon,"Arts, entertainment, and recreation",2011 Q1
"6,970",Pennsylvania,"Arts, entertainment, and recreation",2011 Q1
"8,334",Plains,"Arts, entertainment, and recreation",2011 Q1
450,Rhode Island,"Arts, entertainment, and recreation",2011 Q1
"5,602",Rocky Mountain,"Arts, entertainment, and recreation",2011 Q1
"1,130",South Carolina,"Arts, entertainment, and recreation",2011 Q1
284,South Dakota,"Arts, entertainment, and recreation",2011 Q1
"31,907",Southeast,"Arts, entertainment, and recreation",2011 Q1
"11,103",Southwest,"Arts, entertainment, and recreation",2011 Q1
"2,578",Tennessee,"Arts, entertainment, and recreation",2011 Q1
"7,250",Texas,"Arts, entertainment, and recreation",2011 Q1
"146,627",United States,"Arts, entertainment, and recreation",2011 Q1
"1,020",Utah,"Arts, entertainment, and recreation",2011 Q1
228,Vermont,"Arts, entertainment, and recreation",2011 Q1
"2,446",Virginia,"Arts, entertainment, and recreation",2011 Q1
"2,809",Washington,"Arts, entertainment, and recreation",2011 Q1
405,West Virginia,"Arts, entertainment, and recreation",2011 Q1
"2,149",Wisconsin,"Arts, entertainment, and recreation",2011 Q1
218,Wyoming,"Arts, entertainment, and recreation",2011 Q1
"7,582",Alabama,Construction,2011 Q1
"2,060",Alaska,Construction,2011 Q1
"11,069",Arizona,Construction,2011 Q1
"3,979",Arkansas,Construction,2011 Q1
"59,159",California,Construction,2011 Q1
"9,958",Colorado,Construction,2011 Q1
"6,628",Connecticut,Construction,2011 Q1
"1,719",Delaware,Construction,2011 Q1
"1,069",District of Columbia,Construction,2011 Q1
"89,220",Far West,Construction,2011 Q1
"30,758",Florida,Construction,2011 Q1
"14,422",Georgia,Construction,2011 Q1
"68,068",Great Lakes,Construction,2011 Q1
"3,680",Hawaii,Construction,2011 Q1
"2,258",Idaho,Construction,2011 Q1
"22,837",Illinois,Construction,2011 Q1
"10,139",Indiana,Construction,2011 Q1
"5,294",Iowa,Construction,2011 Q1
"4,229",Kansas,Construction,2011 Q1
"5,905",Kentucky,Construction,2011 Q1
"11,759",Louisiana,Construction,2011 Q1
"2,103",Maine,Construction,2011 Q1
"13,982",Maryland,Construction,2011 Q1
"12,163",Massachusetts,Construction,2011 Q1
"11,517",Michigan,Construction,2011 Q1
"88,445",Mideast,Construction,2011 Q1
"10,515",Minnesota,Construction,2011 Q1
"5,073",Mississippi,Construction,2011 Q1
"8,850",Missouri,Construction,2011 Q1
"1,936",Montana,Construction,2011 Q1
"3,868",Nebraska,Construction,2011 Q1
"5,751",Nevada,Construction,2011 Q1
"26,091",New England,Construction,2011 Q1
"2,163",New Hampshire,Construction,2011 Q1
"15,095",New Jersey,Construction,2011 Q1
"3,443",New Mexico,Construction,2011 Q1
"36,560",New York,Construction,2011 Q1
"14,558",North Carolina,Construction,2011 Q1
"1,816",North Dakota,Construction,2011 Q1
"15,007",Ohio,Construction,2011 Q1
"5,712",Oklahoma,Construction,2011 Q1
"5,877",Oregon,Construction,2011 Q1
"20,020",Pennsylvania,Construction,2011 Q1
"35,995",Plains,Construction,2011 Q1
"2,015",Rhode Island,Construction,2011 Q1
"21,562",Rocky Mountain,Construction,2011 Q1
"6,905",South Carolina,Construction,2011 Q1
"1,424",South Dakota,Construction,2011 Q1
"127,770",Southeast,Construction,2011 Q1
"80,133",Southwest,Construction,2011 Q1
"8,794",Tennessee,Construction,2011 Q1
"59,909",Texas,Construction,2011 Q1
"537,282",United States,Construction,2011 Q1
"5,659",Utah,Construction,2011 Q1
"1,019",Vermont,Construction,2011 Q1
"15,457",Virginia,Construction,2011 Q1
"12,694",Washington,Construction,2011 Q1
"2,576",West Virginia,Construction,2011 Q1
"8,567",Wisconsin,Construction,2011 Q1
"1,752",Wyoming,Construction,2011 Q1
916,Alabama,Educational services,2011 Q1
127,Alaska,Educational services,2011 Q1
"2,813",Arizona,Educational services,2011 Q1
567,Arkansas,Educational services,2011 Q1
"19,699",California,Educational services,2011 Q1
"1,919",Colorado,Educational services,2011 Q1
"4,189",Connecticut,Educational services,2011 Q1
315,Delaware,Educational services,2011 Q1
"3,122",District of Columbia,Educational services,2011 Q1
"24,536",Far West,Educational services,2011 Q1
"7,675",Florida,Educational services,2011 Q1
"4,513",Georgia,Educational services,2011 Q1
"21,984",Great Lakes,Educational services,2011 Q1
728,Hawaii,Educational services,2011 Q1
393,Idaho,Educational services,2011 Q1
"9,310",Illinois,Educational services,2011 Q1
"2,595",Indiana,Educational services,2011 Q1
"1,284",Iowa,Educational services,2011 Q1
791,Kansas,Educational services,2011 Q1
"1,011",Kentucky,Educational services,2011 Q1
"1,735",Louisiana,Educational services,2011 Q1
663,Maine,Educational services,2011 Q1
"4,373",Maryland,Educational services,2011 Q1
"11,228",Massachusetts,Educational services,2011 Q1
"2,853",Michigan,Educational services,2011 Q1
"47,189",Mideast,Educational services,2011 Q1
"2,781",Minnesota,Educational services,2011 Q1
690,Mississippi,Educational services,2011 Q1
"2,872",Missouri,Educational services,2011 Q1
168,Montana,Educational services,2011 Q1
777,Nebraska,Educational services,2011 Q1
490,Nevada,Educational services,2011 Q1
"19,327",New England,Educational services,2011 Q1
"1,240",New Hampshire,Educational services,2011 Q1
"5,025",New Jersey,Educational services,2011 Q1
442,New Mexico,Educational services,2011 Q1
"21,445",New York,Educational services,2011 Q1
"4,404",North Carolina,Educational services,2011 Q1
117,North Dakota,Educational services,2011 Q1
"4,691",Ohio,Educational services,2011 Q1
827,Oklahoma,Educational services,2011 Q1
"1,423",Oregon,Educational services,2011 Q1
"12,909",Pennsylvania,Educational services,2011 Q1
"8,882",Plains,Educational services,2011 Q1
"1,431",Rhode Island,Educational services,2011 Q1
"4,071",Rocky Mountain,Educational services,2011 Q1
"1,151",South Carolina,Educational services,2011 Q1
259,South Dakota,Educational services,2011 Q1
"29,161",Southeast,Educational services,2011 Q1
"11,837",Southwest,Educational services,2011 Q1
"2,512",Tennessee,Educational services,2011 Q1
"7,755",Texas,Educational services,2011 Q1
"166,988",United States,Educational services,2011 Q1
"1,511",Utah,Educational services,2011 Q1
575,Vermont,Educational services,2011 Q1
"3,680",Virginia,Educational services,2011 Q1
"2,070",Washington,Educational services,2011 Q1
308,West Virginia,Educational services,2011 Q1
"2,535",Wisconsin,Educational services,2011 Q1
80,Wyoming,Educational services,2011 Q1
"6,882",Alabama,Finance and insurance,2011 Q1
894,Alaska,Finance and insurance,2011 Q1
"14,366",Arizona,Finance and insurance,2011 Q1
"5,320",Arkansas,Finance and insurance,2011 Q1
"92,386",California,Finance and insurance,2011 Q1
"12,640",Colorado,Finance and insurance,2011 Q1
"32,888",Connecticut,Finance and insurance,2011 Q1
"15,871",Delaware,Finance and insurance,2011 Q1
"3,455",District of Columbia,Finance and insurance,2011 Q1
"120,409",Far West,Finance and insurance,2011 Q1
"36,552",Florida,Finance and insurance,2011 Q1
"28,696",Georgia,Finance and insurance,2011 Q1
"145,908",Great Lakes,Finance and insurance,2011 Q1
"1,971",Hawaii,Finance and insurance,2011 Q1
"2,321",Idaho,Finance and insurance,2011 Q1
"57,622",Illinois,Finance and insurance,2011 Q1
"13,090",Indiana,Finance and insurance,2011 Q1
"13,372",Iowa,Finance and insurance,2011 Q1
"5,785",Kansas,Finance and insurance,2011 Q1
"6,890",Kentucky,Finance and insurance,2011 Q1
"6,585",Louisiana,Finance and insurance,2011 Q1
"2,770",Maine,Finance and insurance,2011 Q1
"13,907",Maryland,Finance and insurance,2011 Q1
"31,775",Massachusetts,Finance and insurance,2011 Q1
"18,888",Michigan,Finance and insurance,2011 Q1
"295,606",Mideast,Finance and insurance,2011 Q1
"20,432",Minnesota,Finance and insurance,2011 Q1
"3,727",Mississippi,Finance and insurance,2011 Q1
"20,559",Missouri,Finance and insurance,2011 Q1
"1,674",Montana,Finance and insurance,2011 Q1
"6,620",Nebraska,Finance and insurance,2011 Q1
"5,025",Nevada,Finance and insurance,2011 Q1
"76,123",New England,Finance and insurance,2011 Q1
"3,885",New Hampshire,Finance and insurance,2011 Q1
"28,809",New Jersey,Finance and insurance,2011 Q1
"2,194",New Mexico,Finance and insurance,2011 Q1
"199,015",New York,Finance and insurance,2011 Q1
"31,840",North Carolina,Finance and insurance,2011 Q1
"1,751",North Dakota,Finance and insurance,2011 Q1
"39,484",Ohio,Finance and insurance,2011 Q1
"5,273",Oklahoma,Finance and insurance,2011 Q1
"6,749",Oregon,Finance and insurance,2011 Q1
"34,508",Pennsylvania,Finance and insurance,2011 Q1
"74,483",Plains,Finance and insurance,2011 Q1
"3,577",Rhode Island,Finance and insurance,2011 Q1
"25,117",Rocky Mountain,Finance and insurance,2011 Q1
"7,399",South Carolina,Finance and insurance,2011 Q1
"5,966",South Dakota,Finance and insurance,2011 Q1
"167,282",Southeast,Finance and insurance,2011 Q1
"79,822",Southwest,Finance and insurance,2011 Q1
"12,844",Tennessee,Finance and insurance,2011 Q1
"57,987",Texas,Finance and insurance,2011 Q1
"984,747",United States,Finance and insurance,2011 Q1
"7,716",Utah,Finance and insurance,2011 Q1
"1,224",Vermont,Finance and insurance,2011 Q1
"18,523",Virginia,Finance and insurance,2011 Q1
"13,384",Washington,Finance and insurance,2011 Q1
"2,010",West Virginia,Finance and insurance,2011 Q1
"16,812",Wisconsin,Finance and insurance,2011 Q1
765,Wyoming,Finance and insurance,2011 Q1
"30,728",Alabama,Government,2011 Q1
"9,309",Alaska,Government,2011 Q1
"35,192",Arizona,Government,2011 Q1
"14,175",Arkansas,Government,2011 Q1
"261,155",California,Government,2011 Q1
"33,120",Colorado,Government,2011 Q1
"23,902",Connecticut,Government,2011 Q1
"6,029",Delaware,Government,2011 Q1
"37,462",District of Columbia,Government,2011 Q1
"375,130",Far West,Government,2011 Q1
"94,765",Florida,Government,2011 Q1
"57,391",Georgia,Government,2011 Q1
"235,342",Great Lakes,Government,2011 Q1
"15,419",Hawaii,Government,2011 Q1
"7,642",Idaho,Government,2011 Q1
"70,249",Illinois,Government,2011 Q1
"26,680",Indiana,Government,2011 Q1
"16,913",Iowa,Government,2011 Q1
"18,516",Kansas,Government,2011 Q1
"25,498",Kentucky,Government,2011 Q1
"26,265",Louisiana,Government,2011 Q1
"7,206",Maine,Government,2011 Q1
"65,373",Maryland,Government,2011 Q1
"46,954",Massachusetts,Government,2011 Q1
"47,037",Michigan,Government,2011 Q1
"372,718",Mideast,Government,2011 Q1
"28,290",Minnesota,Government,2011 Q1
"16,753",Mississippi,Government,2011 Q1
"32,176",Missouri,Government,2011 Q1
"6,059",Montana,Government,2011 Q1
"12,611",Nebraska,Government,2011 Q1
"14,561",Nevada,Government,2011 Q1
"97,106",New England,Government,2011 Q1
"7,912",New Hampshire,Government,2011 Q1
"55,163",New Jersey,Government,2011 Q1
"19,526",New Mexico,Government,2011 Q1
"145,164",New York,Government,2011 Q1
"62,018",North Carolina,Government,2011 Q1
"4,805",North Dakota,Government,2011 Q1
"60,733",Ohio,Government,2011 Q1
"25,679",Oklahoma,Government,2011 Q1
"22,025",Oregon,Government,2011 Q1
"63,515",Pennsylvania,Government,2011 Q1
"118,299",Plains,Government,2011 Q1
"7,213",Rhode Island,Government,2011 Q1
"68,946",Rocky Mountain,Government,2011 Q1
"26,997",South Carolina,Government,2011 Q1
"4,987",South Dakota,Government,2011 Q1
"475,920",Southeast,Government,2011 Q1
"223,608",Southwest,Government,2011 Q1
"30,908",Tennessee,Government,2011 Q1
"143,212",Texas,Government,2011 Q1
"1,967,066",United States,Government,2011 Q1
"16,997",Utah,Government,2011 Q1
"3,919",Vermont,Government,2011 Q1
"79,654",Virginia,Government,2011 Q1
"52,660",Washington,Government,2011 Q1
"10,764",West Virginia,Government,2011 Q1
"30,643",Wisconsin,Government,2011 Q1
"5,128",Wyoming,Government,2011 Q1
"12,285",Alabama,Health care and social assistance,2011 Q1
