GDP,Geography,Industry,Quarter
"15,415",Great Lakes,"Agriculture, forestry, fishing, and hunting",2009 Q1
405,Hawaii,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,339",Idaho,"Agriculture, forestry, fishing, and hunting",2009 Q1
"4,657",Illinois,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,020",Indiana,"Agriculture, forestry, fishing, and hunting",2009 Q1
"5,496",Iowa,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,828",Kansas,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,126",Kentucky,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,847",Louisiana,"Agriculture, forestry, fishing, and hunting",2009 Q1
,Maine,"Agriculture, forestry, fishing, and hunting",2009 Q1
749,Maryland,"Agriculture, forestry, fishing, and hunting",2009 Q1
783,Massachusetts,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,356",Michigan,"Agriculture, forestry, fishing, and hunting",2009 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2009 Q1
"4,275",Minnesota,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,997",Mississippi,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,040",Missouri,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,148",Montana,"Agriculture, forestry, fishing, and hunting",2009 Q1
"4,925",Nebraska,"Agriculture, forestry, fishing, and hunting",2009 Q1
260,Nevada,"Agriculture, forestry, fishing, and hunting",2009 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2009 Q1
173,New Hampshire,"Agriculture, forestry, fishing, and hunting",2009 Q1
986,New Jersey,"Agriculture, forestry, fishing, and hunting",2009 Q1
666,New Mexico,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,926",New York,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,999",North Carolina,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,728",North Dakota,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,230",Ohio,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,229",Oklahoma,"Agriculture, forestry, fishing, and hunting",2009 Q1
"3,256",Oregon,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,285",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2009 Q1
"27,117",Plains,"Agriculture, forestry, fishing, and hunting",2009 Q1
82,Rhode Island,"Agriculture, forestry, fishing, and hunting",2009 Q1
"5,858",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,125",South Carolina,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,826",South Dakota,"Agriculture, forestry, fishing, and hunting",2009 Q1
"27,990",Southeast,"Agriculture, forestry, fishing, and hunting",2009 Q1
"8,873",Southwest,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,298",Tennessee,"Agriculture, forestry, fishing, and hunting",2009 Q1
"5,772",Texas,"Agriculture, forestry, fishing, and hunting",2009 Q1
"131,280",United States,"Agriculture, forestry, fishing, and hunting",2009 Q1
336,Utah,"Agriculture, forestry, fishing, and hunting",2009 Q1
206,Vermont,"Agriculture, forestry, fishing, and hunting",2009 Q1
"1,342",Virginia,"Agriculture, forestry, fishing, and hunting",2009 Q1
"5,848",Washington,"Agriculture, forestry, fishing, and hunting",2009 Q1
104,West Virginia,"Agriculture, forestry, fishing, and hunting",2009 Q1
"2,154",Wisconsin,"Agriculture, forestry, fishing, and hunting",2009 Q1
278,Wyoming,"Agriculture, forestry, fishing, and hunting",2009 Q1
"169,197",Alabama,All industry total,2009 Q1
"51,102",Alaska,All industry total,2009 Q1
"246,501",Arizona,All industry total,2009 Q1
"102,486",Arkansas,All industry total,2009 Q1
"1,941,025",California,All industry total,2009 Q1
"251,796",Colorado,All industry total,2009 Q1
"226,092",Connecticut,All industry total,2009 Q1
"55,646",Delaware,All industry total,2009 Q1
"98,612",District of Columbia,All industry total,2009 Q1
"2,710,377",Far West,All industry total,2009 Q1
"729,250",Florida,All industry total,2009 Q1
"401,576",Georgia,All industry total,2009 Q1
"1,982,179",Great Lakes,All industry total,2009 Q1
"65,261",Hawaii,All industry total,2009 Q1
"54,984",Idaho,All industry total,2009 Q1
"635,731",Illinois,All industry total,2009 Q1
"259,504",Indiana,All industry total,2009 Q1
"133,612",Iowa,All industry total,2009 Q1
"121,083",Kansas,All industry total,2009 Q1
"155,212",Kentucky,All industry total,2009 Q1
"210,038",Louisiana,All industry total,2009 Q1
"49,675",Maine,All industry total,2009 Q1
"298,468",Maryland,All industry total,2009 Q1
"380,748",Massachusetts,All industry total,2009 Q1
"363,246",Michigan,All industry total,2009 Q1
"2,590,308",Mideast,All industry total,2009 Q1
"257,458",Minnesota,All industry total,2009 Q1
"92,197",Mississippi,All industry total,2009 Q1
"248,980",Missouri,All industry total,2009 Q1
"35,427",Montana,All industry total,2009 Q1
"86,450",Nebraska,All industry total,2009 Q1
"122,088",Nevada,All industry total,2009 Q1
"788,429",New England,All industry total,2009 Q1
"59,213",New Hampshire,All industry total,2009 Q1
"481,275",New Jersey,All industry total,2009 Q1
"81,851",New Mexico,All industry total,2009 Q1
"1,093,927",New York,All industry total,2009 Q1
"405,714",North Carolina,All industry total,2009 Q1
"31,818",North Dakota,All industry total,2009 Q1
"481,899",Ohio,All industry total,2009 Q1
"145,816",Oklahoma,All industry total,2009 Q1
"179,794",Oregon,All industry total,2009 Q1
"562,406",Pennsylvania,All industry total,2009 Q1
"915,532",Plains,All industry total,2009 Q1
"47,651",Rhode Island,All industry total,2009 Q1
"497,790",Rocky Mountain,All industry total,2009 Q1
"160,838",South Carolina,All industry total,2009 Q1
"36,096",South Dakota,All industry total,2009 Q1
"3,144,794",Southeast,All industry total,2009 Q1
"1,649,994",Southwest,All industry total,2009 Q1
"248,213",Tennessee,All industry total,2009 Q1
"1,175,692",Texas,All industry total,2009 Q1
"14,280,049",United States,All industry total,2009 Q1
"114,781",Utah,All industry total,2009 Q1
"25,055",Vermont,All industry total,2009 Q1
"405,597",Virginia,All industry total,2009 Q1
"350,979",Washington,All industry total,2009 Q1
"64,240",West Virginia,All industry total,2009 Q1
"241,758",Wisconsin,All industry total,2009 Q1
"40,698",Wyoming,All industry total,2009 Q1
668,Alabama,"Arts, entertainment, and recreation",2009 Q1
183,Alaska,"Arts, entertainment, and recreation",2009 Q1
"2,346",Arizona,"Arts, entertainment, and recreation",2009 Q1
397,Arkansas,"Arts, entertainment, and recreation",2009 Q1
"24,249",California,"Arts, entertainment, and recreation",2009 Q1
"2,925",Colorado,"Arts, entertainment, and recreation",2009 Q1
"1,672",Connecticut,"Arts, entertainment, and recreation",2009 Q1
433,Delaware,"Arts, entertainment, and recreation",2009 Q1
782,District of Columbia,"Arts, entertainment, and recreation",2009 Q1
"31,873",Far West,"Arts, entertainment, and recreation",2009 Q1
"12,696",Florida,"Arts, entertainment, and recreation",2009 Q1
"2,707",Georgia,"Arts, entertainment, and recreation",2009 Q1
"17,918",Great Lakes,"Arts, entertainment, and recreation",2009 Q1
640,Hawaii,"Arts, entertainment, and recreation",2009 Q1
361,Idaho,"Arts, entertainment, and recreation",2009 Q1
"5,540",Illinois,"Arts, entertainment, and recreation",2009 Q1
"3,341",Indiana,"Arts, entertainment, and recreation",2009 Q1
"1,150",Iowa,"Arts, entertainment, and recreation",2009 Q1
507,Kansas,"Arts, entertainment, and recreation",2009 Q1
854,Kentucky,"Arts, entertainment, and recreation",2009 Q1
"2,186",Louisiana,"Arts, entertainment, and recreation",2009 Q1
400,Maine,"Arts, entertainment, and recreation",2009 Q1
"2,248",Maryland,"Arts, entertainment, and recreation",2009 Q1
"3,481",Massachusetts,"Arts, entertainment, and recreation",2009 Q1
"3,309",Michigan,"Arts, entertainment, and recreation",2009 Q1
"28,223",Mideast,"Arts, entertainment, and recreation",2009 Q1
"2,559",Minnesota,"Arts, entertainment, and recreation",2009 Q1
749,Mississippi,"Arts, entertainment, and recreation",2009 Q1
"3,299",Missouri,"Arts, entertainment, and recreation",2009 Q1
466,Montana,"Arts, entertainment, and recreation",2009 Q1
469,Nebraska,"Arts, entertainment, and recreation",2009 Q1
"2,920",Nevada,"Arts, entertainment, and recreation",2009 Q1
"6,652",New England,"Arts, entertainment, and recreation",2009 Q1
484,New Hampshire,"Arts, entertainment, and recreation",2009 Q1
"3,910",New Jersey,"Arts, entertainment, and recreation",2009 Q1
468,New Mexico,"Arts, entertainment, and recreation",2009 Q1
"15,174",New York,"Arts, entertainment, and recreation",2009 Q1
"3,575",North Carolina,"Arts, entertainment, and recreation",2009 Q1
120,North Dakota,"Arts, entertainment, and recreation",2009 Q1
"3,920",Ohio,"Arts, entertainment, and recreation",2009 Q1
"1,012",Oklahoma,"Arts, entertainment, and recreation",2009 Q1
"1,083",Oregon,"Arts, entertainment, and recreation",2009 Q1
"5,677",Pennsylvania,"Arts, entertainment, and recreation",2009 Q1
"8,357",Plains,"Arts, entertainment, and recreation",2009 Q1
398,Rhode Island,"Arts, entertainment, and recreation",2009 Q1
"4,821",Rocky Mountain,"Arts, entertainment, and recreation",2009 Q1
"1,082",South Carolina,"Arts, entertainment, and recreation",2009 Q1
254,South Dakota,"Arts, entertainment, and recreation",2009 Q1
"30,294",Southeast,"Arts, entertainment, and recreation",2009 Q1
"11,316",Southwest,"Arts, entertainment, and recreation",2009 Q1
"2,613",Tennessee,"Arts, entertainment, and recreation",2009 Q1
"7,490",Texas,"Arts, entertainment, and recreation",2009 Q1
"139,452",United States,"Arts, entertainment, and recreation",2009 Q1
872,Utah,"Arts, entertainment, and recreation",2009 Q1
218,Vermont,"Arts, entertainment, and recreation",2009 Q1
"2,339",Virginia,"Arts, entertainment, and recreation",2009 Q1
"2,797",Washington,"Arts, entertainment, and recreation",2009 Q1
428,West Virginia,"Arts, entertainment, and recreation",2009 Q1
"1,809",Wisconsin,"Arts, entertainment, and recreation",2009 Q1
197,Wyoming,"Arts, entertainment, and recreation",2009 Q1
"7,805",Alabama,Construction,2009 Q1
"2,046",Alaska,Construction,2009 Q1
"14,138",Arizona,Construction,2009 Q1
"4,297",Arkansas,Construction,2009 Q1
"67,243",California,Construction,2009 Q1
"12,342",Colorado,Construction,2009 Q1
"6,799",Connecticut,Construction,2009 Q1
"1,735",Delaware,Construction,2009 Q1
"1,033",District of Columbia,Construction,2009 Q1
"105,686",Far West,Construction,2009 Q1
"37,593",Florida,Construction,2009 Q1
"16,764",Georgia,Construction,2009 Q1
"73,543",Great Lakes,Construction,2009 Q1
"4,140",Hawaii,Construction,2009 Q1
"2,829",Idaho,Construction,2009 Q1
"25,854",Illinois,Construction,2009 Q1
"10,222",Indiana,Construction,2009 Q1
"5,319",Iowa,Construction,2009 Q1
"4,487",Kansas,Construction,2009 Q1
"6,469",Kentucky,Construction,2009 Q1
"11,989",Louisiana,Construction,2009 Q1
"2,072",Maine,Construction,2009 Q1
"13,921",Maryland,Construction,2009 Q1
"12,524",Massachusetts,Construction,2009 Q1
"12,240",Michigan,Construction,2009 Q1
"89,781",Mideast,Construction,2009 Q1
"10,426",Minnesota,Construction,2009 Q1
"5,054",Mississippi,Construction,2009 Q1
"10,453",Missouri,Construction,2009 Q1
"2,105",Montana,Construction,2009 Q1
"3,622",Nebraska,Construction,2009 Q1
"9,626",Nevada,Construction,2009 Q1
"26,626",New England,Construction,2009 Q1
"2,095",New Hampshire,Construction,2009 Q1
"16,630",New Jersey,Construction,2009 Q1
"3,958",New Mexico,Construction,2009 Q1
"36,518",New York,Construction,2009 Q1
"16,322",North Carolina,Construction,2009 Q1
"1,378",North Dakota,Construction,2009 Q1
"15,929",Ohio,Construction,2009 Q1
"5,411",Oklahoma,Construction,2009 Q1
"6,818",Oregon,Construction,2009 Q1
"19,945",Pennsylvania,Construction,2009 Q1
"37,061",Plains,Construction,2009 Q1
"2,154",Rhode Island,Construction,2009 Q1
"25,321",Rocky Mountain,Construction,2009 Q1
"8,004",South Carolina,Construction,2009 Q1
"1,377",South Dakota,Construction,2009 Q1
"142,280",Southeast,Construction,2009 Q1
"84,468",Southwest,Construction,2009 Q1
"9,114",Tennessee,Construction,2009 Q1
"60,963",Texas,Construction,2009 Q1
"584,754",United States,Construction,2009 Q1
"6,069",Utah,Construction,2009 Q1
982,Vermont,Construction,2009 Q1
"16,008",Virginia,Construction,2009 Q1
"15,815",Washington,Construction,2009 Q1
"2,864",West Virginia,Construction,2009 Q1
"9,298",Wisconsin,Construction,2009 Q1
"1,976",Wyoming,Construction,2009 Q1
896,Alabama,Educational services,2009 Q1
127,Alaska,Educational services,2009 Q1
"2,593",Arizona,Educational services,2009 Q1
534,Arkansas,Educational services,2009 Q1
"18,699",California,Educational services,2009 Q1
"1,899",Colorado,Educational services,2009 Q1
"4,076",Connecticut,Educational services,2009 Q1
336,Delaware,Educational services,2009 Q1
"3,127",District of Columbia,Educational services,2009 Q1
"23,392",Far West,Educational services,2009 Q1
"7,362",Florida,Educational services,2009 Q1
"4,484",Georgia,Educational services,2009 Q1
"21,766",Great Lakes,Educational services,2009 Q1
755,Hawaii,Educational services,2009 Q1
369,Idaho,Educational services,2009 Q1
"8,989",Illinois,Educational services,2009 Q1
"2,616",Indiana,Educational services,2009 Q1
"1,295",Iowa,Educational services,2009 Q1
809,Kansas,Educational services,2009 Q1
972,Kentucky,Educational services,2009 Q1
"1,653",Louisiana,Educational services,2009 Q1
657,Maine,Educational services,2009 Q1
"4,283",Maryland,Educational services,2009 Q1
"11,053",Massachusetts,Educational services,2009 Q1
"3,022",Michigan,Educational services,2009 Q1
"46,505",Mideast,Educational services,2009 Q1
"2,714",Minnesota,Educational services,2009 Q1
670,Mississippi,Educational services,2009 Q1
"2,770",Missouri,Educational services,2009 Q1
158,Montana,Educational services,2009 Q1
780,Nebraska,Educational services,2009 Q1
464,Nevada,Educational services,2009 Q1
"19,147",New England,Educational services,2009 Q1
"1,302",New Hampshire,Educational services,2009 Q1
"4,987",New Jersey,Educational services,2009 Q1
467,New Mexico,Educational services,2009 Q1
"21,007",New York,Educational services,2009 Q1
"4,318",North Carolina,Educational services,2009 Q1
116,North Dakota,Educational services,2009 Q1
"4,694",Ohio,Educational services,2009 Q1
812,Oklahoma,Educational services,2009 Q1
"1,370",Oregon,Educational services,2009 Q1
"12,765",Pennsylvania,Educational services,2009 Q1
"8,736",Plains,Educational services,2009 Q1
"1,438",Rhode Island,Educational services,2009 Q1
"3,925",Rocky Mountain,Educational services,2009 Q1
"1,122",South Carolina,Educational services,2009 Q1
252,South Dakota,Educational services,2009 Q1
"28,833",Southeast,Educational services,2009 Q1
"11,228",Southwest,Educational services,2009 Q1
"2,513",Tennessee,Educational services,2009 Q1
"7,356",Texas,Educational services,2009 Q1
"163,533",United States,Educational services,2009 Q1
"1,424",Utah,Educational services,2009 Q1
620,Vermont,Educational services,2009 Q1
"4,015",Virginia,Educational services,2009 Q1
"1,977",Washington,Educational services,2009 Q1
292,West Virginia,Educational services,2009 Q1
"2,445",Wisconsin,Educational services,2009 Q1
76,Wyoming,Educational services,2009 Q1
"7,433",Alabama,Finance and insurance,2009 Q1
"1,062",Alaska,Finance and insurance,2009 Q1
"11,833",Arizona,Finance and insurance,2009 Q1
"4,234",Arkansas,Finance and insurance,2009 Q1
"87,277",California,Finance and insurance,2009 Q1
"12,545",Colorado,Finance and insurance,2009 Q1
"32,943",Connecticut,Finance and insurance,2009 Q1
"14,126",Delaware,Finance and insurance,2009 Q1
"2,868",District of Columbia,Finance and insurance,2009 Q1
"116,513",Far West,Finance and insurance,2009 Q1
"35,692",Florida,Finance and insurance,2009 Q1
"27,452",Georgia,Finance and insurance,2009 Q1
"143,000",Great Lakes,Finance and insurance,2009 Q1
"1,964",Hawaii,Finance and insurance,2009 Q1
"2,563",Idaho,Finance and insurance,2009 Q1
"53,896",Illinois,Finance and insurance,2009 Q1
"12,509",Indiana,Finance and insurance,2009 Q1
"12,298",Iowa,Finance and insurance,2009 Q1
"5,704",Kansas,Finance and insurance,2009 Q1
"6,616",Kentucky,Finance and insurance,2009 Q1
"6,414",Louisiana,Finance and insurance,2009 Q1
"2,668",Maine,Finance and insurance,2009 Q1
"13,736",Maryland,Finance and insurance,2009 Q1
"32,642",Massachusetts,Finance and insurance,2009 Q1
"19,176",Michigan,Finance and insurance,2009 Q1
"246,726",Mideast,Finance and insurance,2009 Q1
"19,124",Minnesota,Finance and insurance,2009 Q1
"3,702",Mississippi,Finance and insurance,2009 Q1
"18,255",Missouri,Finance and insurance,2009 Q1
"1,665",Montana,Finance and insurance,2009 Q1
"6,310",Nebraska,Finance and insurance,2009 Q1
"5,664",Nevada,Finance and insurance,2009 Q1
"77,209",New England,Finance and insurance,2009 Q1
"3,776",New Hampshire,Finance and insurance,2009 Q1
"28,498",New Jersey,Finance and insurance,2009 Q1
"2,216",New Mexico,Finance and insurance,2009 Q1
"153,313",New York,Finance and insurance,2009 Q1
"28,872",North Carolina,Finance and insurance,2009 Q1
"1,598",North Dakota,Finance and insurance,2009 Q1
"40,796",Ohio,Finance and insurance,2009 Q1
"5,695",Oklahoma,Finance and insurance,2009 Q1
"6,657",Oregon,Finance and insurance,2009 Q1
"34,174",Pennsylvania,Finance and insurance,2009 Q1
"69,464",Plains,Finance and insurance,2009 Q1
"3,866",Rhode Island,Finance and insurance,2009 Q1
"25,749",Rocky Mountain,Finance and insurance,2009 Q1
"7,896",South Carolina,Finance and insurance,2009 Q1
"6,155",South Dakota,Finance and insurance,2009 Q1
"159,528",Southeast,Finance and insurance,2009 Q1
"72,491",Southwest,Finance and insurance,2009 Q1
"12,402",Tennessee,Finance and insurance,2009 Q1
"52,746",Texas,Finance and insurance,2009 Q1
"910,893",United States,Finance and insurance,2009 Q1
"8,160",Utah,Finance and insurance,2009 Q1
"1,312",Vermont,Finance and insurance,2009 Q1
"16,738",Virginia,Finance and insurance,2009 Q1
"13,892",Washington,Finance and insurance,2009 Q1
"2,097",West Virginia,Finance and insurance,2009 Q1
"16,616",Wisconsin,Finance and insurance,2009 Q1
819,Wyoming,Finance and insurance,2009 Q1
"30,258",Alabama,Government,2009 Q1
"9,113",Alaska,Government,2009 Q1
"34,140",Arizona,Government,2009 Q1
"13,677",Arkansas,Government,2009 Q1
"262,864",California,Government,2009 Q1
"32,941",Colorado,Government,2009 Q1
"24,296",Connecticut,Government,2009 Q1
"6,382",Delaware,Government,2009 Q1
"35,675",District of Columbia,Government,2009 Q1
"376,248",Far West,Government,2009 Q1
"97,787",Florida,Government,2009 Q1
"56,559",Georgia,Government,2009 Q1
"235,461",Great Lakes,Government,2009 Q1
"14,846",Hawaii,Government,2009 Q1
"8,120",Idaho,Government,2009 Q1
"69,136",Illinois,Government,2009 Q1
"28,094",Indiana,Government,2009 Q1
"16,864",Iowa,Government,2009 Q1
"18,361",Kansas,Government,2009 Q1
"24,955",Kentucky,Government,2009 Q1
"25,669",Louisiana,Government,2009 Q1
"7,396",Maine,Government,2009 Q1
"62,852",Maryland,Government,2009 Q1
"45,485",Massachusetts,Government,2009 Q1
"48,185",Michigan,Government,2009 Q1
"368,982",Mideast,Government,2009 Q1
"28,346",Minnesota,Government,2009 Q1
"17,236",Mississippi,Government,2009 Q1
"32,826",Missouri,Government,2009 Q1
"5,923",Montana,Government,2009 Q1
"11,471",Nebraska,Government,2009 Q1
"14,553",Nevada,Government,2009 Q1
"95,879",New England,Government,2009 Q1
"7,575",New Hampshire,Government,2009 Q1
"57,695",New Jersey,Government,2009 Q1
"19,319",New Mexico,Government,2009 Q1
"141,890",New York,Government,2009 Q1
"61,702",North Carolina,Government,2009 Q1
"4,247",North Dakota,Government,2009 Q1
"60,834",Ohio,Government,2009 Q1
"24,009",Oklahoma,Government,2009 Q1
"22,080",Oregon,Government,2009 Q1
"64,487",Pennsylvania,Government,2009 Q1
"116,739",Plains,Government,2009 Q1
"7,287",Rhode Island,Government,2009 Q1
"68,752",Rocky Mountain,Government,2009 Q1
"28,176",South Carolina,Government,2009 Q1
"4,624",South Dakota,Government,2009 Q1
"477,843",Southeast,Government,2009 Q1
"216,835",Southwest,Government,2009 Q1
"32,826",Tennessee,Government,2009 Q1
"139,368",Texas,Government,2009 Q1
"1,956,740",United States,Government,2009 Q1
"16,735",Utah,Government,2009 Q1
"3,840",Vermont,Government,2009 Q1
"78,127",Virginia,Government,2009 Q1
"52,792",Washington,Government,2009 Q1
"10,871",West Virginia,Government,2009 Q1
"29,212",Wisconsin,Government,2009 Q1
"5,032",Wyoming,Government,2009 Q1
"12,247",Alabama,Health care and social assistance,2009 Q1
"2,528",Alaska,Health care and social assistance,2009 Q1
