GDP,Geography,Industry,Quarter
"14,149",Michigan,Administrative and waste management services,2007 Q1
"69,868",Mideast,Administrative and waste management services,2007 Q1
"6,260",Minnesota,Administrative and waste management services,2007 Q1
"2,014",Mississippi,Administrative and waste management services,2007 Q1
"6,807",Missouri,Administrative and waste management services,2007 Q1
759,Montana,Administrative and waste management services,2007 Q1
"1,868",Nebraska,Administrative and waste management services,2007 Q1
"3,916",Nevada,Administrative and waste management services,2007 Q1
"21,230",New England,Administrative and waste management services,2007 Q1
"1,742",New Hampshire,Administrative and waste management services,2007 Q1
"15,189",New Jersey,Administrative and waste management services,2007 Q1
"2,193",New Mexico,Administrative and waste management services,2007 Q1
"28,312",New York,Administrative and waste management services,2007 Q1
"10,787",North Carolina,Administrative and waste management services,2007 Q1
449,North Dakota,Administrative and waste management services,2007 Q1
"15,168",Ohio,Administrative and waste management services,2007 Q1
"4,409",Oklahoma,Administrative and waste management services,2007 Q1
"4,486",Oregon,Administrative and waste management services,2007 Q1
"14,031",Pennsylvania,Administrative and waste management services,2007 Q1
"22,148",Plains,Administrative and waste management services,2007 Q1
"1,211",Rhode Island,Administrative and waste management services,2007 Q1
"13,739",Rocky Mountain,Administrative and waste management services,2007 Q1
"6,293",South Carolina,Administrative and waste management services,2007 Q1
600,South Dakota,Administrative and waste management services,2007 Q1
"103,917",Southeast,Administrative and waste management services,2007 Q1
"53,932",Southwest,Administrative and waste management services,2007 Q1
"9,596",Tennessee,Administrative and waste management services,2007 Q1
"35,942",Texas,Administrative and waste management services,2007 Q1
"424,991",United States,Administrative and waste management services,2007 Q1
"3,212",Utah,Administrative and waste management services,2007 Q1
470,Vermont,Administrative and waste management services,2007 Q1
"10,768",Virginia,Administrative and waste management services,2007 Q1
"9,140",Washington,Administrative and waste management services,2007 Q1
"1,160",West Virginia,Administrative and waste management services,2007 Q1
"5,608",Wisconsin,Administrative and waste management services,2007 Q1
400,Wyoming,Administrative and waste management services,2007 Q1
"1,812",Alabama,"Agriculture, forestry, fishing, and hunting",2007 Q1
307,Alaska,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,892",Arizona,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,462",Arkansas,"Agriculture, forestry, fishing, and hunting",2007 Q1
"23,285",California,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,103",Colorado,"Agriculture, forestry, fishing, and hunting",2007 Q1
323,Connecticut,"Agriculture, forestry, fishing, and hunting",2007 Q1
278,Delaware,"Agriculture, forestry, fishing, and hunting",2007 Q1
3,District of Columbia,"Agriculture, forestry, fishing, and hunting",2007 Q1
"32,492",Far West,"Agriculture, forestry, fishing, and hunting",2007 Q1
"5,022",Florida,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,119",Georgia,"Agriculture, forestry, fishing, and hunting",2007 Q1
"14,232",Great Lakes,"Agriculture, forestry, fishing, and hunting",2007 Q1
327,Hawaii,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,393",Idaho,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,714",Illinois,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,502",Indiana,"Agriculture, forestry, fishing, and hunting",2007 Q1
"5,188",Iowa,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,240",Kansas,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,574",Kentucky,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,361",Louisiana,"Agriculture, forestry, fishing, and hunting",2007 Q1
664,Maine,"Agriculture, forestry, fishing, and hunting",2007 Q1
651,Maryland,"Agriculture, forestry, fishing, and hunting",2007 Q1
641,Massachusetts,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,142",Michigan,"Agriculture, forestry, fishing, and hunting",2007 Q1
"6,326",Mideast,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,688",Minnesota,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,616",Mississippi,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,162",Missouri,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,169",Montana,"Agriculture, forestry, fishing, and hunting",2007 Q1
"4,220",Nebraska,"Agriculture, forestry, fishing, and hunting",2007 Q1
189,Nevada,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,264",New England,"Agriculture, forestry, fishing, and hunting",2007 Q1
195,New Hampshire,"Agriculture, forestry, fishing, and hunting",2007 Q1
712,New Jersey,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,136",New Mexico,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,107",New York,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,267",North Carolina,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,075",North Dakota,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,228",Ohio,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,735",Oklahoma,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,167",Oregon,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,573",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2007 Q1
"22,899",Plains,"Agriculture, forestry, fishing, and hunting",2007 Q1
78,Rhode Island,"Agriculture, forestry, fishing, and hunting",2007 Q1
"6,605",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2007 Q1
927,South Carolina,"Agriculture, forestry, fishing, and hunting",2007 Q1
"2,314",South Dakota,"Agriculture, forestry, fishing, and hunting",2007 Q1
"23,628",Southeast,"Agriculture, forestry, fishing, and hunting",2007 Q1
"11,727",Southwest,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,039",Tennessee,"Agriculture, forestry, fishing, and hunting",2007 Q1
"6,979",Texas,"Agriculture, forestry, fishing, and hunting",2007 Q1
"119,920",United States,"Agriculture, forestry, fishing, and hunting",2007 Q1
495,Utah,"Agriculture, forestry, fishing, and hunting",2007 Q1
351,Vermont,"Agriculture, forestry, fishing, and hunting",2007 Q1
"1,202",Virginia,"Agriculture, forestry, fishing, and hunting",2007 Q1
"5,221",Washington,"Agriculture, forestry, fishing, and hunting",2007 Q1
225,West Virginia,"Agriculture, forestry, fishing, and hunting",2007 Q1
"3,658",Wisconsin,"Agriculture, forestry, fishing, and hunting",2007 Q1
443,Wyoming,"Agriculture, forestry, fishing, and hunting",2007 Q1
"174,128",Alabama,All industry total,2007 Q1
"45,810",Alaska,All industry total,2007 Q1
"269,664",Arizona,All industry total,2007 Q1
"99,924",Arkansas,All industry total,2007 Q1
"1,963,476",California,All industry total,2007 Q1
"243,800",Colorado,All industry total,2007 Q1
"245,402",Connecticut,All industry total,2007 Q1
"57,327",Delaware,All industry total,2007 Q1
"96,034",District of Columbia,All industry total,2007 Q1
"2,720,788",Far West,All industry total,2007 Q1
"797,766",Florida,All industry total,2007 Q1
"425,593",Georgia,All industry total,2007 Q1
"2,138,608",Great Lakes,All industry total,2007 Q1
"66,436",Hawaii,All industry total,2007 Q1
"55,402",Idaho,All industry total,2007 Q1
"670,697",Illinois,All industry total,2007 Q1
"277,721",Indiana,All industry total,2007 Q1
"140,438",Iowa,All industry total,2007 Q1
"124,684",Kansas,All industry total,2007 Q1
"161,705",Kentucky,All industry total,2007 Q1
"205,620",Louisiana,All industry total,2007 Q1
"51,159",Maine,All industry total,2007 Q1
"298,152",Maryland,All industry total,2007 Q1
"387,174",Massachusetts,All industry total,2007 Q1
"423,600",Michigan,All industry total,2007 Q1
"2,704,786",Mideast,All industry total,2007 Q1
"264,903",Minnesota,All industry total,2007 Q1
"92,979",Mississippi,All industry total,2007 Q1
"248,588",Missouri,All industry total,2007 Q1
"35,925",Montana,All industry total,2007 Q1
"84,577",Nebraska,All industry total,2007 Q1
"135,641",Nevada,All industry total,2007 Q1
"822,362",New England,All industry total,2007 Q1
"62,285",New Hampshire,All industry total,2007 Q1
"496,746",New Jersey,All industry total,2007 Q1
"80,021",New Mexico,All industry total,2007 Q1
"1,186,657",New York,All industry total,2007 Q1
"412,955",North Carolina,All industry total,2007 Q1
"28,459",North Dakota,All industry total,2007 Q1
"512,468",Ohio,All industry total,2007 Q1
"139,273",Oklahoma,All industry total,2007 Q1
"167,579",Oregon,All industry total,2007 Q1
"569,490",Pennsylvania,All industry total,2007 Q1
"925,837",Plains,All industry total,2007 Q1
"50,826",Rhode Island,All industry total,2007 Q1
"484,783",Rocky Mountain,All industry total,2007 Q1
"165,265",South Carolina,All industry total,2007 Q1
"34,336",South Dakota,All industry total,2007 Q1
"3,253,717",Southeast,All industry total,2007 Q1
"1,632,217",Southwest,All industry total,2007 Q1
"251,072",Tennessee,All industry total,2007 Q1
"1,144,666",Texas,All industry total,2007 Q1
"14,679,389",United States,All industry total,2007 Q1
"115,299",Utah,All industry total,2007 Q1
"25,563",Vermont,All industry total,2007 Q1
"405,692",Virginia,All industry total,2007 Q1
"342,472",Washington,All industry total,2007 Q1
"61,618",West Virginia,All industry total,2007 Q1
"254,238",Wisconsin,All industry total,2007 Q1
"34,663",Wyoming,All industry total,2007 Q1
652,Alabama,"Arts, entertainment, and recreation",2007 Q1
180,Alaska,"Arts, entertainment, and recreation",2007 Q1
"2,430",Arizona,"Arts, entertainment, and recreation",2007 Q1
390,Arkansas,"Arts, entertainment, and recreation",2007 Q1
"25,318",California,"Arts, entertainment, and recreation",2007 Q1
"2,955",Colorado,"Arts, entertainment, and recreation",2007 Q1
"1,817",Connecticut,"Arts, entertainment, and recreation",2007 Q1
430,Delaware,"Arts, entertainment, and recreation",2007 Q1
639,District of Columbia,"Arts, entertainment, and recreation",2007 Q1
"34,087",Far West,"Arts, entertainment, and recreation",2007 Q1
"12,926",Florida,"Arts, entertainment, and recreation",2007 Q1
"2,793",Georgia,"Arts, entertainment, and recreation",2007 Q1
"18,976",Great Lakes,"Arts, entertainment, and recreation",2007 Q1
658,Hawaii,"Arts, entertainment, and recreation",2007 Q1
397,Idaho,"Arts, entertainment, and recreation",2007 Q1
"5,864",Illinois,"Arts, entertainment, and recreation",2007 Q1
"3,552",Indiana,"Arts, entertainment, and recreation",2007 Q1
"1,154",Iowa,"Arts, entertainment, and recreation",2007 Q1
529,Kansas,"Arts, entertainment, and recreation",2007 Q1
905,Kentucky,"Arts, entertainment, and recreation",2007 Q1
"2,542",Louisiana,"Arts, entertainment, and recreation",2007 Q1
431,Maine,"Arts, entertainment, and recreation",2007 Q1
"2,328",Maryland,"Arts, entertainment, and recreation",2007 Q1
"3,531",Massachusetts,"Arts, entertainment, and recreation",2007 Q1
"3,518",Michigan,"Arts, entertainment, and recreation",2007 Q1
"28,250",Mideast,"Arts, entertainment, and recreation",2007 Q1
"2,548",Minnesota,"Arts, entertainment, and recreation",2007 Q1
801,Mississippi,"Arts, entertainment, and recreation",2007 Q1
"3,352",Missouri,"Arts, entertainment, and recreation",2007 Q1
478,Montana,"Arts, entertainment, and recreation",2007 Q1
443,Nebraska,"Arts, entertainment, and recreation",2007 Q1
"3,646",Nevada,"Arts, entertainment, and recreation",2007 Q1
"6,940",New England,"Arts, entertainment, and recreation",2007 Q1
496,New Hampshire,"Arts, entertainment, and recreation",2007 Q1
"3,857",New Jersey,"Arts, entertainment, and recreation",2007 Q1
454,New Mexico,"Arts, entertainment, and recreation",2007 Q1
"15,246",New York,"Arts, entertainment, and recreation",2007 Q1
"3,395",North Carolina,"Arts, entertainment, and recreation",2007 Q1
112,North Dakota,"Arts, entertainment, and recreation",2007 Q1
"4,196",Ohio,"Arts, entertainment, and recreation",2007 Q1
874,Oklahoma,"Arts, entertainment, and recreation",2007 Q1
"1,117",Oregon,"Arts, entertainment, and recreation",2007 Q1
"5,751",Pennsylvania,"Arts, entertainment, and recreation",2007 Q1
"8,389",Plains,"Arts, entertainment, and recreation",2007 Q1
448,Rhode Island,"Arts, entertainment, and recreation",2007 Q1
"4,942",Rocky Mountain,"Arts, entertainment, and recreation",2007 Q1
"1,116",South Carolina,"Arts, entertainment, and recreation",2007 Q1
250,South Dakota,"Arts, entertainment, and recreation",2007 Q1
"31,021",Southeast,"Arts, entertainment, and recreation",2007 Q1
"11,013",Southwest,"Arts, entertainment, and recreation",2007 Q1
"2,744",Tennessee,"Arts, entertainment, and recreation",2007 Q1
"7,255",Texas,"Arts, entertainment, and recreation",2007 Q1
"143,614",United States,"Arts, entertainment, and recreation",2007 Q1
901,Utah,"Arts, entertainment, and recreation",2007 Q1
216,Vermont,"Arts, entertainment, and recreation",2007 Q1
"2,317",Virginia,"Arts, entertainment, and recreation",2007 Q1
"3,166",Washington,"Arts, entertainment, and recreation",2007 Q1
439,West Virginia,"Arts, entertainment, and recreation",2007 Q1
"1,847",Wisconsin,"Arts, entertainment, and recreation",2007 Q1
210,Wyoming,"Arts, entertainment, and recreation",2007 Q1
"9,222",Alabama,Construction,2007 Q1
"2,124",Alaska,Construction,2007 Q1
"23,071",Arizona,Construction,2007 Q1
"4,635",Arkansas,Construction,2007 Q1
"97,985",California,Construction,2007 Q1
"14,131",Colorado,Construction,2007 Q1
"8,332",Connecticut,Construction,2007 Q1
"2,410",Delaware,Construction,2007 Q1
"1,058",District of Columbia,Construction,2007 Q1
"145,204",Far West,Construction,2007 Q1
"60,530",Florida,Construction,2007 Q1
"22,843",Georgia,Construction,2007 Q1
"89,139",Great Lakes,Construction,2007 Q1
"4,721",Hawaii,Construction,2007 Q1
"4,178",Idaho,Construction,2007 Q1
"30,723",Illinois,Construction,2007 Q1
"12,200",Indiana,Construction,2007 Q1
"5,755",Iowa,Construction,2007 Q1
"4,820",Kansas,Construction,2007 Q1
"6,896",Kentucky,Construction,2007 Q1
"11,154",Louisiana,Construction,2007 Q1
"2,514",Maine,Construction,2007 Q1
"16,564",Maryland,Construction,2007 Q1
"15,255",Massachusetts,Construction,2007 Q1
"16,425",Michigan,Construction,2007 Q1
"101,546",Mideast,Construction,2007 Q1
"13,613",Minnesota,Construction,2007 Q1
"5,460",Mississippi,Construction,2007 Q1
"11,749",Missouri,Construction,2007 Q1
"2,617",Montana,Construction,2007 Q1
"3,630",Nebraska,Construction,2007 Q1
"13,399",Nevada,Construction,2007 Q1
"32,707",New England,Construction,2007 Q1
"2,683",New Hampshire,Construction,2007 Q1
"19,770",New Jersey,Construction,2007 Q1
"4,289",New Mexico,Construction,2007 Q1
"37,482",New York,Construction,2007 Q1
"21,253",North Carolina,Construction,2007 Q1
"1,294",North Dakota,Construction,2007 Q1
"18,696",Ohio,Construction,2007 Q1
"5,386",Oklahoma,Construction,2007 Q1
"8,769",Oregon,Construction,2007 Q1
"24,263",Pennsylvania,Construction,2007 Q1
"42,316",Plains,Construction,2007 Q1
"2,690",Rhode Island,Construction,2007 Q1
"31,170",Rocky Mountain,Construction,2007 Q1
"10,265",South Carolina,Construction,2007 Q1
"1,455",South Dakota,Construction,2007 Q1
"186,829",Southeast,Construction,2007 Q1
"96,357",Southwest,Construction,2007 Q1
"10,813",Tennessee,Construction,2007 Q1
"63,613",Texas,Construction,2007 Q1
"725,228",United States,Construction,2007 Q1
"8,275",Utah,Construction,2007 Q1
"1,234",Vermont,Construction,2007 Q1
"20,733",Virginia,Construction,2007 Q1
"18,207",Washington,Construction,2007 Q1
"3,026",West Virginia,Construction,2007 Q1
"11,096",Wisconsin,Construction,2007 Q1
"1,968",Wyoming,Construction,2007 Q1
851,Alabama,Educational services,2007 Q1
132,Alaska,Educational services,2007 Q1
"2,131",Arizona,Educational services,2007 Q1
457,Arkansas,Educational services,2007 Q1
"16,620",California,Educational services,2007 Q1
"1,711",Colorado,Educational services,2007 Q1
"3,706",Connecticut,Educational services,2007 Q1
316,Delaware,Educational services,2007 Q1
"2,874",District of Columbia,Educational services,2007 Q1
"20,869",Far West,Educational services,2007 Q1
"6,476",Florida,Educational services,2007 Q1
"4,042",Georgia,Educational services,2007 Q1
"19,828",Great Lakes,Educational services,2007 Q1
665,Hawaii,Educational services,2007 Q1
352,Idaho,Educational services,2007 Q1
"7,917",Illinois,Educational services,2007 Q1
"2,370",Indiana,Educational services,2007 Q1
"1,167",Iowa,Educational services,2007 Q1
689,Kansas,Educational services,2007 Q1
885,Kentucky,Educational services,2007 Q1
"1,412",Louisiana,Educational services,2007 Q1
645,Maine,Educational services,2007 Q1
"3,999",Maryland,Educational services,2007 Q1
"10,129",Massachusetts,Educational services,2007 Q1
"2,960",Michigan,Educational services,2007 Q1
"43,017",Mideast,Educational services,2007 Q1
"2,360",Minnesota,Educational services,2007 Q1
603,Mississippi,Educational services,2007 Q1
"2,580",Missouri,Educational services,2007 Q1
152,Montana,Educational services,2007 Q1
743,Nebraska,Educational services,2007 Q1
404,Nevada,Educational services,2007 Q1
"17,609",New England,Educational services,2007 Q1
"1,224",New Hampshire,Educational services,2007 Q1
"4,813",New Jersey,Educational services,2007 Q1
420,New Mexico,Educational services,2007 Q1
"19,404",New York,Educational services,2007 Q1
"3,770",North Carolina,Educational services,2007 Q1
108,North Dakota,Educational services,2007 Q1
"4,363",Ohio,Educational services,2007 Q1
766,Oklahoma,Educational services,2007 Q1
"1,247",Oregon,Educational services,2007 Q1
"11,611",Pennsylvania,Educational services,2007 Q1
"7,877",Plains,Educational services,2007 Q1
"1,324",Rhode Island,Educational services,2007 Q1
"3,580",Rocky Mountain,Educational services,2007 Q1
"1,016",South Carolina,Educational services,2007 Q1
230,South Dakota,Educational services,2007 Q1
"25,450",Southeast,Educational services,2007 Q1
"9,779",Southwest,Educational services,2007 Q1
"2,193",Tennessee,Educational services,2007 Q1
"6,462",Texas,Educational services,2007 Q1
"148,008",United States,Educational services,2007 Q1
"1,296",Utah,Educational services,2007 Q1
581,Vermont,Educational services,2007 Q1
"3,473",Virginia,Educational services,2007 Q1
"1,799",Washington,Educational services,2007 Q1
274,West Virginia,Educational services,2007 Q1
"2,218",Wisconsin,Educational services,2007 Q1
68,Wyoming,Educational services,2007 Q1
"8,045",Alabama,Finance and insurance,2007 Q1
971,Alaska,Finance and insurance,2007 Q1
"13,275",Arizona,Finance and insurance,2007 Q1
"3,803",Arkansas,Finance and insurance,2007 Q1
"94,696",California,Finance and insurance,2007 Q1
"12,663",Colorado,Finance and insurance,2007 Q1
"37,330",Connecticut,Finance and insurance,2007 Q1
"15,304",Delaware,Finance and insurance,2007 Q1
"3,644",District of Columbia,Finance and insurance,2007 Q1
"123,938",Far West,Finance and insurance,2007 Q1
"40,234",Florida,Finance and insurance,2007 Q1
"27,999",Georgia,Finance and insurance,2007 Q1
"158,439",Great Lakes,Finance and insurance,2007 Q1
"2,052",Hawaii,Finance and insurance,2007 Q1
"1,991",Idaho,Finance and insurance,2007 Q1
"63,961",Illinois,Finance and insurance,2007 Q1
"14,446",Indiana,Finance and insurance,2007 Q1
"18,217",Iowa,Finance and insurance,2007 Q1
"5,614",Kansas,Finance and insurance,2007 Q1
"6,839",Kentucky,Finance and insurance,2007 Q1
"6,362",Louisiana,Finance and insurance,2007 Q1
"2,633",Maine,Finance and insurance,2007 Q1
"14,795",Maryland,Finance and insurance,2007 Q1
"33,670",Massachusetts,Finance and insurance,2007 Q1
"25,413",Michigan,Finance and insurance,2007 Q1
"303,503",Mideast,Finance and insurance,2007 Q1
"22,124",Minnesota,Finance and insurance,2007 Q1
"3,420",Mississippi,Finance and insurance,2007 Q1
"16,693",Missouri,Finance and insurance,2007 Q1
"1,510",Montana,Finance and insurance,2007 Q1
"7,145",Nebraska,Finance and insurance,2007 Q1
"6,322",Nevada,Finance and insurance,2007 Q1
"82,711",New England,Finance and insurance,2007 Q1
"3,782",New Hampshire,Finance and insurance,2007 Q1
"30,175",New Jersey,Finance and insurance,2007 Q1
"1,987",New Mexico,Finance and insurance,2007 Q1
"204,065",New York,Finance and insurance,2007 Q1
"27,612",North Carolina,Finance and insurance,2007 Q1
"1,366",North Dakota,Finance and insurance,2007 Q1
"37,634",Ohio,Finance and insurance,2007 Q1
"5,682",Oklahoma,Finance and insurance,2007 Q1
"6,602",Oregon,Finance and insurance,2007 Q1
"35,345",Pennsylvania,Finance and insurance,2007 Q1
"76,248",Plains,Finance and insurance,2007 Q1
"4,029",Rhode Island,Finance and insurance,2007 Q1
"27,608",Rocky Mountain,Finance and insurance,2007 Q1
"6,956",South Carolina,Finance and insurance,2007 Q1
"5,389",South Dakota,Finance and insurance,2007 Q1
"162,077",Southeast,Finance and insurance,2007 Q1
"72,780",Southwest,Finance and insurance,2007 Q1
"11,452",Tennessee,Finance and insurance,2007 Q1
"51,831",Texas,Finance and insurance,2007 Q1
"1,007,849",United States,Finance and insurance,2007 Q1
"10,680",Utah,Finance and insurance,2007 Q1
"1,305",Vermont,Finance and insurance,2007 Q1
"17,534",Virginia,Finance and insurance,2007 Q1
"13,281",Washington,Finance and insurance,2007 Q1
"2,029",West Virginia,Finance and insurance,2007 Q1
"17,133",Wisconsin,Finance and insurance,2007 Q1
715,Wyoming,Finance and insurance,2007 Q1
"29,877",Alabama,Government,2007 Q1
"8,834",Alaska,Government,2007 Q1
"34,393",Arizona,Government,2007 Q1
"13,529",Arkansas,Government,2007 Q1
"259,780",California,Government,2007 Q1
"31,569",Colorado,Government,2007 Q1
"23,593",Connecticut,Government,2007 Q1
"5,906",Delaware,Government,2007 Q1
"33,291",District of Columbia,Government,2007 Q1
"367,075",Far West,Government,2007 Q1
"98,316",Florida,Government,2007 Q1
"56,722",Georgia,Government,2007 Q1
"240,015",Great Lakes,Government,2007 Q1
"14,041",Hawaii,Government,2007 Q1
"8,063",Idaho,Government,2007 Q1
"69,806",Illinois,Government,2007 Q1
"29,298",Indiana,Government,2007 Q1
"16,020",Iowa,Government,2007 Q1
"17,791",Kansas,Government,2007 Q1
"24,314",Kentucky,Government,2007 Q1
"24,244",Louisiana,Government,2007 Q1
"7,600",Maine,Government,2007 Q1
"60,901",Maryland,Government,2007 Q1
"44,578",Massachusetts,Government,2007 Q1
"49,332",Michigan,Government,2007 Q1
"361,902",Mideast,Government,2007 Q1
"28,288",Minnesota,Government,2007 Q1
"16,325",Mississippi,Government,2007 Q1
"31,741",Missouri,Government,2007 Q1
"5,830",Montana,Government,2007 Q1
"11,757",Nebraska,Government,2007 Q1
"14,231",Nevada,Government,2007 Q1
"95,098",New England,Government,2007 Q1
"7,816",New Hampshire,Government,2007 Q1
"57,570",New Jersey,Government,2007 Q1
"18,951",New Mexico,Government,2007 Q1
"140,065",New York,Government,2007 Q1
"57,193",North Carolina,Government,2007 Q1
"4,290",North Dakota,Government,2007 Q1
"62,145",Ohio,Government,2007 Q1
"23,036",Oklahoma,Government,2007 Q1
"20,804",Oregon,Government,2007 Q1
"64,186",Pennsylvania,Government,2007 Q1
"114,481",Plains,Government,2007 Q1
"7,668",Rhode Island,Government,2007 Q1
"66,279",Rocky Mountain,Government,2007 Q1
"27,149",South Carolina,Government,2007 Q1
"4,596",South Dakota,Government,2007 Q1
"463,468",Southeast,Government,2007 Q1
"207,689",Southwest,Government,2007 Q1
"30,405",Tennessee,Government,2007 Q1
"131,308",Texas,Government,2007 Q1
"1,915,977",United States,Government,2007 Q1
"16,152",Utah,Government,2007 Q1
"3,842",Vermont,Government,2007 Q1
"75,022",Virginia,Government,2007 Q1
"49,389",Washington,Government,2007 Q1
"10,377",West Virginia,Government,2007 Q1
"29,432",Wisconsin,Government,2007 Q1
"4,665",Wyoming,Government,2007 Q1
"11,496",Alabama,Health care and social assistance,2007 Q1
