GDP,Geography,Industry,Quarter
"16,475",Rocky Mountain,Accommodation and food services,2015 Q1
"6,563",South Carolina,Accommodation and food services,2015 Q1
"1,118",South Dakota,Accommodation and food services,2015 Q1
"106,749",Southeast,Accommodation and food services,2015 Q1
"54,651",Southwest,Accommodation and food services,2015 Q1
"8,450",Tennessee,Accommodation and food services,2015 Q1
"39,093",Texas,Accommodation and food services,2015 Q1
"446,831",United States,Accommodation and food services,2015 Q1
"3,271",Utah,Accommodation and food services,2015 Q1
"1,303",Vermont,Accommodation and food services,2015 Q1
"10,194",Virginia,Accommodation and food services,2015 Q1
"9,996",Washington,Accommodation and food services,2015 Q1
"1,998",West Virginia,Accommodation and food services,2015 Q1
"6,253",Wisconsin,Accommodation and food services,2015 Q1
"1,100",Wyoming,Accommodation and food services,2015 Q1
"5,047",Alabama,Administrative and waste management services,2015 Q1
"1,061",Alaska,Administrative and waste management services,2015 Q1
"12,566",Arizona,Administrative and waste management services,2015 Q1
"2,830",Arkansas,Administrative and waste management services,2015 Q1
"69,224",California,Administrative and waste management services,2015 Q1
"9,179",Colorado,Administrative and waste management services,2015 Q1
"6,892",Connecticut,Administrative and waste management services,2015 Q1
"1,507",Delaware,Administrative and waste management services,2015 Q1
"3,349",District of Columbia,Administrative and waste management services,2015 Q1
"93,668",Far West,Administrative and waste management services,2015 Q1
"33,074",Florida,Administrative and waste management services,2015 Q1
"17,419",Georgia,Administrative and waste management services,2015 Q1
"74,893",Great Lakes,Administrative and waste management services,2015 Q1
"2,620",Hawaii,Administrative and waste management services,2015 Q1
"1,906",Idaho,Administrative and waste management services,2015 Q1
"25,459",Illinois,Administrative and waste management services,2015 Q1
"9,058",Indiana,Administrative and waste management services,2015 Q1
"3,348",Iowa,Administrative and waste management services,2015 Q1
"4,451",Kansas,Administrative and waste management services,2015 Q1
"5,195",Kentucky,Administrative and waste management services,2015 Q1
"5,977",Louisiana,Administrative and waste management services,2015 Q1
"1,633",Maine,Administrative and waste management services,2015 Q1
"10,511",Maryland,Administrative and waste management services,2015 Q1
"12,016",Massachusetts,Administrative and waste management services,2015 Q1
"15,392",Michigan,Administrative and waste management services,2015 Q1
"84,195",Mideast,Administrative and waste management services,2015 Q1
"7,462",Minnesota,Administrative and waste management services,2015 Q1
"2,758",Mississippi,Administrative and waste management services,2015 Q1
"8,054",Missouri,Administrative and waste management services,2015 Q1
890,Montana,Administrative and waste management services,2015 Q1
"2,640",Nebraska,Administrative and waste management services,2015 Q1
"4,348",Nevada,Administrative and waste management services,2015 Q1
"25,081",New England,Administrative and waste management services,2015 Q1
"2,366",New Hampshire,Administrative and waste management services,2015 Q1
"18,263",New Jersey,Administrative and waste management services,2015 Q1
"2,160",New Mexico,Administrative and waste management services,2015 Q1
"33,805",New York,Administrative and waste management services,2015 Q1
"14,843",North Carolina,Administrative and waste management services,2015 Q1
757,North Dakota,Administrative and waste management services,2015 Q1
"18,057",Ohio,Administrative and waste management services,2015 Q1
"5,600",Oklahoma,Administrative and waste management services,2015 Q1
"5,109",Oregon,Administrative and waste management services,2015 Q1
"16,763",Pennsylvania,Administrative and waste management services,2015 Q1
"27,357",Plains,Administrative and waste management services,2015 Q1
"1,518",Rhode Island,Administrative and waste management services,2015 Q1
"16,556",Rocky Mountain,Administrative and waste management services,2015 Q1
"7,815",South Carolina,Administrative and waste management services,2015 Q1
644,South Dakota,Administrative and waste management services,2015 Q1
"123,508",Southeast,Administrative and waste management services,2015 Q1
"70,493",Southwest,Administrative and waste management services,2015 Q1
"12,407",Tennessee,Administrative and waste management services,2015 Q1
"50,170",Texas,Administrative and waste management services,2015 Q1
"515,741",United States,Administrative and waste management services,2015 Q1
"4,126",Utah,Administrative and waste management services,2015 Q1
657,Vermont,Administrative and waste management services,2015 Q1
"14,401",Virginia,Administrative and waste management services,2015 Q1
"11,314",Washington,Administrative and waste management services,2015 Q1
"1,745",West Virginia,Administrative and waste management services,2015 Q1
"6,927",Wisconsin,Administrative and waste management services,2015 Q1
455,Wyoming,Administrative and waste management services,2015 Q1
"4,261",Alabama,"Agriculture, forestry, fishing, and hunting",2015 Q1
584,Alaska,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,394",Arizona,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,733",Arkansas,"Agriculture, forestry, fishing, and hunting",2015 Q1
"33,237",California,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,074",Colorado,"Agriculture, forestry, fishing, and hunting",2015 Q1
370,Connecticut,"Agriculture, forestry, fishing, and hunting",2015 Q1
,Delaware,"Agriculture, forestry, fishing, and hunting",2015 Q1
,District of Columbia,"Agriculture, forestry, fishing, and hunting",2015 Q1
"44,932",Far West,"Agriculture, forestry, fishing, and hunting",2015 Q1
"6,369",Florida,"Agriculture, forestry, fishing, and hunting",2015 Q1
"5,482",Georgia,"Agriculture, forestry, fishing, and hunting",2015 Q1
"13,518",Great Lakes,"Agriculture, forestry, fishing, and hunting",2015 Q1
400,Hawaii,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,895",Idaho,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,801",Illinois,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,680",Indiana,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,948",Iowa,"Agriculture, forestry, fishing, and hunting",2015 Q1
"6,369",Kansas,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,700",Kentucky,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,400",Louisiana,"Agriculture, forestry, fishing, and hunting",2015 Q1
801,Maine,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,219",Maryland,"Agriculture, forestry, fishing, and hunting",2015 Q1
738,Massachusetts,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,092",Michigan,"Agriculture, forestry, fishing, and hunting",2015 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,756",Minnesota,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,337",Mississippi,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,670",Missouri,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,145",Montana,"Agriculture, forestry, fishing, and hunting",2015 Q1
"5,413",Nebraska,"Agriculture, forestry, fishing, and hunting",2015 Q1
208,Nevada,"Agriculture, forestry, fishing, and hunting",2015 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2015 Q1
291,New Hampshire,"Agriculture, forestry, fishing, and hunting",2015 Q1
761,New Jersey,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,052",New Mexico,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,336",New York,"Agriculture, forestry, fishing, and hunting",2015 Q1
"4,631",North Carolina,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,114",North Dakota,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,476",Ohio,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,944",Oklahoma,"Agriculture, forestry, fishing, and hunting",2015 Q1
"3,855",Oregon,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,972",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2015 Q1
"25,399",Plains,"Agriculture, forestry, fishing, and hunting",2015 Q1
,Rhode Island,"Agriculture, forestry, fishing, and hunting",2015 Q1
"8,398",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,754",South Carolina,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,121",South Dakota,"Agriculture, forestry, fishing, and hunting",2015 Q1
"40,338",Southeast,"Agriculture, forestry, fishing, and hunting",2015 Q1
"14,949",Southwest,"Agriculture, forestry, fishing, and hunting",2015 Q1
"1,971",Tennessee,"Agriculture, forestry, fishing, and hunting",2015 Q1
"8,581",Texas,"Agriculture, forestry, fishing, and hunting",2015 Q1
"157,400",United States,"Agriculture, forestry, fishing, and hunting",2015 Q1
877,Utah,"Agriculture, forestry, fishing, and hunting",2015 Q1
324,Vermont,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,274",Virginia,"Agriculture, forestry, fishing, and hunting",2015 Q1
"6,684",Washington,"Agriculture, forestry, fishing, and hunting",2015 Q1
447,West Virginia,"Agriculture, forestry, fishing, and hunting",2015 Q1
"2,470",Wisconsin,"Agriculture, forestry, fishing, and hunting",2015 Q1
409,Wyoming,"Agriculture, forestry, fishing, and hunting",2015 Q1
"185,077",Alabama,All industry total,2015 Q1
"49,874",Alaska,All industry total,2015 Q1
"265,982",Arizona,All industry total,2015 Q1
"110,384",Arkansas,All industry total,2015 Q1
"2,158,906",California,All industry total,2015 Q1
"287,713",Colorado,All industry total,2015 Q1
"229,686",Connecticut,All industry total,2015 Q1
"57,385",Delaware,All industry total,2015 Q1
"107,621",District of Columbia,All industry total,2015 Q1
"3,005,598",Far West,All industry total,2015 Q1
"785,001",Florida,All industry total,2015 Q1
"441,587",Georgia,All industry total,2015 Q1
"2,168,894",Great Lakes,All industry total,2015 Q1
"70,053",Hawaii,All industry total,2015 Q1
"58,144",Idaho,All industry total,2015 Q1
"677,957",Illinois,All industry total,2015 Q1
"288,062",Indiana,All industry total,2015 Q1
"147,794",Iowa,All industry total,2015 Q1
"130,641",Kansas,All industry total,2015 Q1
"172,289",Kentucky,All industry total,2015 Q1
"216,434",Louisiana,All industry total,2015 Q1
"48,981",Maine,All industry total,2015 Q1
"322,552",Maryland,All industry total,2015 Q1
"422,783",Massachusetts,All industry total,2015 Q1
"414,061",Michigan,All industry total,2015 Q1
"2,864,540",Mideast,All industry total,2015 Q1
"293,962",Minnesota,All industry total,2015 Q1
"94,630",Mississippi,All industry total,2015 Q1
"255,120",Missouri,All industry total,2015 Q1
"40,710",Montana,All industry total,2015 Q1
"98,089",Nebraska,All industry total,2015 Q1
"126,016",Nevada,All industry total,2015 Q1
"842,523",New England,All industry total,2015 Q1
"64,320",New Hampshire,All industry total,2015 Q1
"509,307",New Jersey,All industry total,2015 Q1
"82,893",New Mexico,All industry total,2015 Q1
"1,259,374",New York,All industry total,2015 Q1
"445,153",North Carolina,All industry total,2015 Q1
"49,629",North Dakota,All industry total,2015 Q1
"523,563",Ohio,All industry total,2015 Q1
"166,857",Oklahoma,All industry total,2015 Q1
"206,917",Oregon,All industry total,2015 Q1
"608,232",Pennsylvania,All industry total,2015 Q1
"1,014,869",Plains,All industry total,2015 Q1
"50,129",Rhode Island,All industry total,2015 Q1
"554,294",Rocky Mountain,All industry total,2015 Q1
"175,417",South Carolina,All industry total,2015 Q1
"39,166",South Dakota,All industry total,2015 Q1
"3,393,465",Southeast,All industry total,2015 Q1
"2,018,697",Southwest,All industry total,2015 Q1
"273,840",Tennessee,All industry total,2015 Q1
"1,501,457",Texas,All industry total,2015 Q1
"15,868,329",United States,All industry total,2015 Q1
"129,723",Utah,All industry total,2015 Q1
"26,670",Vermont,All industry total,2015 Q1
"427,502",Virginia,All industry total,2015 Q1
"393,973",Washington,All industry total,2015 Q1
"67,376",West Virginia,All industry total,2015 Q1
"265,405",Wisconsin,All industry total,2015 Q1
"38,302",Wyoming,All industry total,2015 Q1
733,Alabama,"Arts, entertainment, and recreation",2015 Q1
249,Alaska,"Arts, entertainment, and recreation",2015 Q1
"2,869",Arizona,"Arts, entertainment, and recreation",2015 Q1
482,Arkansas,"Arts, entertainment, and recreation",2015 Q1
"28,616",California,"Arts, entertainment, and recreation",2015 Q1
"4,025",Colorado,"Arts, entertainment, and recreation",2015 Q1
"1,827",Connecticut,"Arts, entertainment, and recreation",2015 Q1
498,Delaware,"Arts, entertainment, and recreation",2015 Q1
728,District of Columbia,"Arts, entertainment, and recreation",2015 Q1
"37,448",Far West,"Arts, entertainment, and recreation",2015 Q1
"15,346",Florida,"Arts, entertainment, and recreation",2015 Q1
"3,055",Georgia,"Arts, entertainment, and recreation",2015 Q1
"20,863",Great Lakes,"Arts, entertainment, and recreation",2015 Q1
645,Hawaii,"Arts, entertainment, and recreation",2015 Q1
411,Idaho,"Arts, entertainment, and recreation",2015 Q1
"6,836",Illinois,"Arts, entertainment, and recreation",2015 Q1
"3,564",Indiana,"Arts, entertainment, and recreation",2015 Q1
"1,157",Iowa,"Arts, entertainment, and recreation",2015 Q1
720,Kansas,"Arts, entertainment, and recreation",2015 Q1
932,Kentucky,"Arts, entertainment, and recreation",2015 Q1
"2,305",Louisiana,"Arts, entertainment, and recreation",2015 Q1
477,Maine,"Arts, entertainment, and recreation",2015 Q1
"2,888",Maryland,"Arts, entertainment, and recreation",2015 Q1
"4,159",Massachusetts,"Arts, entertainment, and recreation",2015 Q1
"3,181",Michigan,"Arts, entertainment, and recreation",2015 Q1
"33,262",Mideast,"Arts, entertainment, and recreation",2015 Q1
"2,857",Minnesota,"Arts, entertainment, and recreation",2015 Q1
677,Mississippi,"Arts, entertainment, and recreation",2015 Q1
"3,354",Missouri,"Arts, entertainment, and recreation",2015 Q1
564,Montana,"Arts, entertainment, and recreation",2015 Q1
582,Nebraska,"Arts, entertainment, and recreation",2015 Q1
"3,448",Nevada,"Arts, entertainment, and recreation",2015 Q1
"7,787",New England,"Arts, entertainment, and recreation",2015 Q1
557,New Hampshire,"Arts, entertainment, and recreation",2015 Q1
"4,509",New Jersey,"Arts, entertainment, and recreation",2015 Q1
530,New Mexico,"Arts, entertainment, and recreation",2015 Q1
"17,248",New York,"Arts, entertainment, and recreation",2015 Q1
"4,144",North Carolina,"Arts, entertainment, and recreation",2015 Q1
156,North Dakota,"Arts, entertainment, and recreation",2015 Q1
"5,175",Ohio,"Arts, entertainment, and recreation",2015 Q1
"1,088",Oklahoma,"Arts, entertainment, and recreation",2015 Q1
"1,225",Oregon,"Arts, entertainment, and recreation",2015 Q1
"7,393",Pennsylvania,"Arts, entertainment, and recreation",2015 Q1
"9,112",Plains,"Arts, entertainment, and recreation",2015 Q1
526,Rhode Island,"Arts, entertainment, and recreation",2015 Q1
"6,268",Rocky Mountain,"Arts, entertainment, and recreation",2015 Q1
"1,278",South Carolina,"Arts, entertainment, and recreation",2015 Q1
286,South Dakota,"Arts, entertainment, and recreation",2015 Q1
"35,176",Southeast,"Arts, entertainment, and recreation",2015 Q1
"14,097",Southwest,"Arts, entertainment, and recreation",2015 Q1
"3,126",Tennessee,"Arts, entertainment, and recreation",2015 Q1
"9,610",Texas,"Arts, entertainment, and recreation",2015 Q1
"164,007",United States,"Arts, entertainment, and recreation",2015 Q1
"1,033",Utah,"Arts, entertainment, and recreation",2015 Q1
241,Vermont,"Arts, entertainment, and recreation",2015 Q1
"2,641",Virginia,"Arts, entertainment, and recreation",2015 Q1
"3,264",Washington,"Arts, entertainment, and recreation",2015 Q1
456,West Virginia,"Arts, entertainment, and recreation",2015 Q1
"2,105",Wisconsin,"Arts, entertainment, and recreation",2015 Q1
236,Wyoming,"Arts, entertainment, and recreation",2015 Q1
"7,272",Alabama,Construction,2015 Q1
"2,294",Alaska,Construction,2015 Q1
"11,605",Arizona,Construction,2015 Q1
"3,927",Arkansas,Construction,2015 Q1
"71,174",California,Construction,2015 Q1
"12,499",Colorado,Construction,2015 Q1
"6,818",Connecticut,Construction,2015 Q1
"1,649",Delaware,Construction,2015 Q1
"1,125",District of Columbia,Construction,2015 Q1
"105,157",Far West,Construction,2015 Q1
"34,547",Florida,Construction,2015 Q1
"15,877",Georgia,Construction,2015 Q1
"73,717",Great Lakes,Construction,2015 Q1
"4,020",Hawaii,Construction,2015 Q1
"2,657",Idaho,Construction,2015 Q1
"24,022",Illinois,Construction,2015 Q1
"10,320",Indiana,Construction,2015 Q1
"6,860",Iowa,Construction,2015 Q1
"4,617",Kansas,Construction,2015 Q1
"6,458",Kentucky,Construction,2015 Q1
"12,498",Louisiana,Construction,2015 Q1
"1,984",Maine,Construction,2015 Q1
"13,561",Maryland,Construction,2015 Q1
"14,308",Massachusetts,Construction,2015 Q1
"13,049",Michigan,Construction,2015 Q1
"93,014",Mideast,Construction,2015 Q1
"13,052",Minnesota,Construction,2015 Q1
"4,362",Mississippi,Construction,2015 Q1
"9,274",Missouri,Construction,2015 Q1
"2,300",Montana,Construction,2015 Q1
"4,320",Nebraska,Construction,2015 Q1
"5,698",Nevada,Construction,2015 Q1
"28,408",New England,Construction,2015 Q1
"2,234",New Hampshire,Construction,2015 Q1
"17,809",New Jersey,Construction,2015 Q1
"3,239",New Mexico,Construction,2015 Q1
"38,848",New York,Construction,2015 Q1
"15,833",North Carolina,Construction,2015 Q1
"3,230",North Dakota,Construction,2015 Q1
"17,147",Ohio,Construction,2015 Q1
"6,716",Oklahoma,Construction,2015 Q1
"6,582",Oregon,Construction,2015 Q1
"20,022",Pennsylvania,Construction,2015 Q1
"43,046",Plains,Construction,2015 Q1
"1,989",Rhode Island,Construction,2015 Q1
"26,122",Rocky Mountain,Construction,2015 Q1
"7,471",South Carolina,Construction,2015 Q1
"1,693",South Dakota,Construction,2015 Q1
"135,675",Southeast,Construction,2015 Q1
"95,136",Southwest,Construction,2015 Q1
"9,532",Tennessee,Construction,2015 Q1
"73,576",Texas,Construction,2015 Q1
"600,276",United States,Construction,2015 Q1
"6,880",Utah,Construction,2015 Q1
"1,075",Vermont,Construction,2015 Q1
"15,329",Virginia,Construction,2015 Q1
"15,389",Washington,Construction,2015 Q1
"2,568",West Virginia,Construction,2015 Q1
"9,179",Wisconsin,Construction,2015 Q1
"1,786",Wyoming,Construction,2015 Q1
937,Alabama,Educational services,2015 Q1
124,Alaska,Educational services,2015 Q1
"2,833",Arizona,Educational services,2015 Q1
537,Arkansas,Educational services,2015 Q1
"19,237",California,Educational services,2015 Q1
"1,958",Colorado,Educational services,2015 Q1
"4,351",Connecticut,Educational services,2015 Q1
303,Delaware,Educational services,2015 Q1
"3,289",District of Columbia,Educational services,2015 Q1
"24,069",Far West,Educational services,2015 Q1
"7,136",Florida,Educational services,2015 Q1
"4,396",Georgia,Educational services,2015 Q1
"21,559",Great Lakes,Educational services,2015 Q1
681,Hawaii,Educational services,2015 Q1
383,Idaho,Educational services,2015 Q1
"9,115",Illinois,Educational services,2015 Q1
"2,645",Indiana,Educational services,2015 Q1
"1,248",Iowa,Educational services,2015 Q1
794,Kansas,Educational services,2015 Q1
957,Kentucky,Educational services,2015 Q1
"1,763",Louisiana,Educational services,2015 Q1
677,Maine,Educational services,2015 Q1
"4,352",Maryland,Educational services,2015 Q1
"11,186",Massachusetts,Educational services,2015 Q1
"2,979",Michigan,Educational services,2015 Q1
"48,860",Mideast,Educational services,2015 Q1
"2,606",Minnesota,Educational services,2015 Q1
649,Mississippi,Educational services,2015 Q1
"2,882",Missouri,Educational services,2015 Q1
170,Montana,Educational services,2015 Q1
708,Nebraska,Educational services,2015 Q1
498,Nevada,Educational services,2015 Q1
"19,440",New England,Educational services,2015 Q1
"1,307",New Hampshire,Educational services,2015 Q1
"5,142",New Jersey,Educational services,2015 Q1
418,New Mexico,Educational services,2015 Q1
"23,363",New York,Educational services,2015 Q1
"4,516",North Carolina,Educational services,2015 Q1
121,North Dakota,Educational services,2015 Q1
"4,384",Ohio,Educational services,2015 Q1
790,Oklahoma,Educational services,2015 Q1
"1,421",Oregon,Educational services,2015 Q1
"12,410",Pennsylvania,Educational services,2015 Q1
"8,606",Plains,Educational services,2015 Q1
"1,364",Rhode Island,Educational services,2015 Q1
"4,160",Rocky Mountain,Educational services,2015 Q1
"1,172",South Carolina,Educational services,2015 Q1
247,South Dakota,Educational services,2015 Q1
"28,328",Southeast,Educational services,2015 Q1
"12,252",Southwest,Educational services,2015 Q1
"2,520",Tennessee,Educational services,2015 Q1
"8,211",Texas,Educational services,2015 Q1
"167,274",United States,Educational services,2015 Q1
"1,578",Utah,Educational services,2015 Q1
556,Vermont,Educational services,2015 Q1
"3,455",Virginia,Educational services,2015 Q1
"2,108",Washington,Educational services,2015 Q1
291,West Virginia,Educational services,2015 Q1
"2,436",Wisconsin,Educational services,2015 Q1
72,Wyoming,Educational services,2015 Q1
"8,724",Alabama,Finance and insurance,2015 Q1
898,Alaska,Finance and insurance,2015 Q1
"17,261",Arizona,Finance and insurance,2015 Q1
"3,707",Arkansas,Finance and insurance,2015 Q1
"91,992",California,Finance and insurance,2015 Q1
"15,284",Colorado,Finance and insurance,2015 Q1
"29,135",Connecticut,Finance and insurance,2015 Q1
"14,560",Delaware,Finance and insurance,2015 Q1
"3,564",District of Columbia,Finance and insurance,2015 Q1
"119,929",Far West,Finance and insurance,2015 Q1
"42,437",Florida,Finance and insurance,2015 Q1
"30,713",Georgia,Finance and insurance,2015 Q1
"147,567",Great Lakes,Finance and insurance,2015 Q1
"1,987",Hawaii,Finance and insurance,2015 Q1
"2,507",Idaho,Finance and insurance,2015 Q1
"57,348",Illinois,Finance and insurance,2015 Q1
"13,268",Indiana,Finance and insurance,2015 Q1
"14,837",Iowa,Finance and insurance,2015 Q1
"6,755",Kansas,Finance and insurance,2015 Q1
"7,656",Kentucky,Finance and insurance,2015 Q1
"6,760",Louisiana,Finance and insurance,2015 Q1
"2,548",Maine,Finance and insurance,2015 Q1
"15,190",Maryland,Finance and insurance,2015 Q1
"34,578",Massachusetts,Finance and insurance,2015 Q1
"19,302",Michigan,Finance and insurance,2015 Q1
"300,570",Mideast,Finance and insurance,2015 Q1
"20,758",Minnesota,Finance and insurance,2015 Q1
"3,597",Mississippi,Finance and insurance,2015 Q1
"17,720",Missouri,Finance and insurance,2015 Q1
"1,492",Montana,Finance and insurance,2015 Q1
"7,489",Nebraska,Finance and insurance,2015 Q1
"5,724",Nevada,Finance and insurance,2015 Q1
"76,335",New England,Finance and insurance,2015 Q1
"4,753",New Hampshire,Finance and insurance,2015 Q1
"33,396",New Jersey,Finance and insurance,2015 Q1
"2,269",New Mexico,Finance and insurance,2015 Q1
"197,987",New York,Finance and insurance,2015 Q1
"30,511",North Carolina,Finance and insurance,2015 Q1
"1,739",North Dakota,Finance and insurance,2015 Q1
"40,848",Ohio,Finance and insurance,2015 Q1
"5,511",Oklahoma,Finance and insurance,2015 Q1
"6,423",Oregon,Finance and insurance,2015 Q1
"35,881",Pennsylvania,Finance and insurance,2015 Q1
"75,022",Plains,Finance and insurance,2015 Q1
"4,069",Rhode Island,Finance and insurance,2015 Q1
"30,199",Rocky Mountain,Finance and insurance,2015 Q1
"6,677",South Carolina,Finance and insurance,2015 Q1
"5,769",South Dakota,Finance and insurance,2015 Q1
"173,819",Southeast,Finance and insurance,2015 Q1
"88,644",Southwest,Finance and insurance,2015 Q1
"12,349",Tennessee,Finance and insurance,2015 Q1
"63,597",Texas,Finance and insurance,2015 Q1
"1,011,931",United States,Finance and insurance,2015 Q1
"10,079",Utah,Finance and insurance,2015 Q1
"1,214",Vermont,Finance and insurance,2015 Q1
"18,988",Virginia,Finance and insurance,2015 Q1
"12,898",Washington,Finance and insurance,2015 Q1
"1,720",West Virginia,Finance and insurance,2015 Q1
"16,781",Wisconsin,Finance and insurance,2015 Q1
826,Wyoming,Finance and insurance,2015 Q1
"29,257",Alabama,Government,2015 Q1
"9,099",Alaska,Government,2015 Q1
"35,433",Arizona,Government,2015 Q1
"13,727",Arkansas,Government,2015 Q1
"259,080",California,Government,2015 Q1
"33,741",Colorado,Government,2015 Q1
"23,390",Connecticut,Government,2015 Q1
"6,005",Delaware,Government,2015 Q1
"38,169",District of Columbia,Government,2015 Q1
"374,006",Far West,Government,2015 Q1
"94,346",Florida,Government,2015 Q1
"55,920",Georgia,Government,2015 Q1
"226,791",Great Lakes,Government,2015 Q1
"15,487",Hawaii,Government,2015 Q1
"7,823",Idaho,Government,2015 Q1
"67,124",Illinois,Government,2015 Q1
"25,622",Indiana,Government,2015 Q1
"17,303",Iowa,Government,2015 Q1
"17,923",Kansas,Government,2015 Q1
"24,545",Kentucky,Government,2015 Q1
"23,330",Louisiana,Government,2015 Q1
"6,830",Maine,Government,2015 Q1
"67,116",Maryland,Government,2015 Q1
"45,335",Massachusetts,Government,2015 Q1
"44,585",Michigan,Government,2015 Q1
"369,150",Mideast,Government,2015 Q1
"28,967",Minnesota,Government,2015 Q1
"16,004",Mississippi,Government,2015 Q1
"30,800",Missouri,Government,2015 Q1
"5,927",Montana,Government,2015 Q1
"12,247",Nebraska,Government,2015 Q1
"14,004",Nevada,Government,2015 Q1
"93,907",New England,Government,2015 Q1
"7,314",New Hampshire,Government,2015 Q1
"53,161",New Jersey,Government,2015 Q1
"19,686",New Mexico,Government,2015 Q1
"142,252",New York,Government,2015 Q1
"58,301",North Carolina,Government,2015 Q1
"4,844",North Dakota,Government,2015 Q1
"59,875",Ohio,Government,2015 Q1
"25,300",Oklahoma,Government,2015 Q1
"22,635",Oregon,Government,2015 Q1
"62,463",Pennsylvania,Government,2015 Q1
"116,665",Plains,Government,2015 Q1
"7,014",Rhode Island,Government,2015 Q1
"69,361",Rocky Mountain,Government,2015 Q1
"27,454",South Carolina,Government,2015 Q1
"4,580",South Dakota,Government,2015 Q1
"464,249",Southeast,Government,2015 Q1
"226,870",Southwest,Government,2015 Q1
"31,971",Tennessee,Government,2015 Q1
"146,450",Texas,Government,2015 Q1
"1,940,998",United States,Government,2015 Q1
"16,580",Utah,Government,2015 Q1
"4,023",Vermont,Government,2015 Q1
"78,818",Virginia,Government,2015 Q1
"53,695",Washington,Government,2015 Q1
"10,578",West Virginia,Government,2015 Q1
"29,586",Wisconsin,Government,2015 Q1
"5,290",Wyoming,Government,2015 Q1
"13,199",Alabama,Health care and social assistance,2015 Q1
