GDP,Geography,Industry,Quarter
"17,531",New Jersey,Administrative and waste management services,2012 Q1
"2,304",New Mexico,Administrative and waste management services,2012 Q1
"32,858",New York,Administrative and waste management services,2012 Q1
"13,554",North Carolina,Administrative and waste management services,2012 Q1
687,North Dakota,Administrative and waste management services,2012 Q1
"16,883",Ohio,Administrative and waste management services,2012 Q1
"5,179",Oklahoma,Administrative and waste management services,2012 Q1
"4,776",Oregon,Administrative and waste management services,2012 Q1
"16,025",Pennsylvania,Administrative and waste management services,2012 Q1
"26,323",Plains,Administrative and waste management services,2012 Q1
"1,364",Rhode Island,Administrative and waste management services,2012 Q1
"15,231",Rocky Mountain,Administrative and waste management services,2012 Q1
"7,511",South Carolina,Administrative and waste management services,2012 Q1
656,South Dakota,Administrative and waste management services,2012 Q1
"112,922",Southeast,Administrative and waste management services,2012 Q1
"61,499",Southwest,Administrative and waste management services,2012 Q1
"11,160",Tennessee,Administrative and waste management services,2012 Q1
"42,865",Texas,Administrative and waste management services,2012 Q1
"475,906",United States,Administrative and waste management services,2012 Q1
"3,577",Utah,Administrative and waste management services,2012 Q1
597,Vermont,Administrative and waste management services,2012 Q1
"13,545",Virginia,Administrative and waste management services,2012 Q1
"10,453",Washington,Administrative and waste management services,2012 Q1
"1,596",West Virginia,Administrative and waste management services,2012 Q1
"6,558",Wisconsin,Administrative and waste management services,2012 Q1
457,Wyoming,Administrative and waste management services,2012 Q1
"1,901",Alabama,"Agriculture, forestry, fishing, and hunting",2012 Q1
431,Alaska,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,322",Arizona,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,282",Arkansas,"Agriculture, forestry, fishing, and hunting",2012 Q1
"22,688",California,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,894",Colorado,"Agriculture, forestry, fishing, and hunting",2012 Q1
235,Connecticut,"Agriculture, forestry, fishing, and hunting",2012 Q1
,Delaware,"Agriculture, forestry, fishing, and hunting",2012 Q1
,District of Columbia,"Agriculture, forestry, fishing, and hunting",2012 Q1
"31,845",Far West,"Agriculture, forestry, fishing, and hunting",2012 Q1
"4,546",Florida,"Agriculture, forestry, fishing, and hunting",2012 Q1
"3,497",Georgia,"Agriculture, forestry, fishing, and hunting",2012 Q1
"14,999",Great Lakes,"Agriculture, forestry, fishing, and hunting",2012 Q1
316,Hawaii,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,338",Idaho,"Agriculture, forestry, fishing, and hunting",2012 Q1
"4,325",Illinois,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,818",Indiana,"Agriculture, forestry, fishing, and hunting",2012 Q1
"6,833",Iowa,"Agriculture, forestry, fishing, and hunting",2012 Q1
"4,405",Kansas,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,777",Kentucky,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,465",Louisiana,"Agriculture, forestry, fishing, and hunting",2012 Q1
,Maine,"Agriculture, forestry, fishing, and hunting",2012 Q1
782,Maryland,"Agriculture, forestry, fishing, and hunting",2012 Q1
666,Massachusetts,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,187",Michigan,"Agriculture, forestry, fishing, and hunting",2012 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2012 Q1
"5,460",Minnesota,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,878",Mississippi,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,807",Missouri,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,239",Montana,"Agriculture, forestry, fishing, and hunting",2012 Q1
"4,866",Nebraska,"Agriculture, forestry, fishing, and hunting",2012 Q1
192,Nevada,"Agriculture, forestry, fishing, and hunting",2012 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2012 Q1
192,New Hampshire,"Agriculture, forestry, fishing, and hunting",2012 Q1
584,New Jersey,"Agriculture, forestry, fishing, and hunting",2012 Q1
952,New Mexico,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,921",New York,"Agriculture, forestry, fishing, and hunting",2012 Q1
"3,626",North Carolina,"Agriculture, forestry, fishing, and hunting",2012 Q1
"3,014",North Dakota,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,371",Ohio,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,413",Oklahoma,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,897",Oregon,"Agriculture, forestry, fishing, and hunting",2012 Q1
"2,571",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2012 Q1
"30,626",Plains,"Agriculture, forestry, fishing, and hunting",2012 Q1
75,Rhode Island,"Agriculture, forestry, fishing, and hunting",2012 Q1
"6,306",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,062",South Carolina,"Agriculture, forestry, fishing, and hunting",2012 Q1
"3,238",South Dakota,"Agriculture, forestry, fishing, and hunting",2012 Q1
"24,819",Southeast,"Agriculture, forestry, fishing, and hunting",2012 Q1
"12,731",Southwest,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,207",Tennessee,"Agriculture, forestry, fishing, and hunting",2012 Q1
"8,028",Texas,"Agriculture, forestry, fishing, and hunting",2012 Q1
"129,561",United States,"Agriculture, forestry, fishing, and hunting",2012 Q1
477,Utah,"Agriculture, forestry, fishing, and hunting",2012 Q1
290,Vermont,"Agriculture, forestry, fishing, and hunting",2012 Q1
"1,297",Virginia,"Agriculture, forestry, fishing, and hunting",2012 Q1
"5,377",Washington,"Agriculture, forestry, fishing, and hunting",2012 Q1
276,West Virginia,"Agriculture, forestry, fishing, and hunting",2012 Q1
"3,293",Wisconsin,"Agriculture, forestry, fishing, and hunting",2012 Q1
358,Wyoming,"Agriculture, forestry, fishing, and hunting",2012 Q1
"177,676",Alabama,All industry total,2012 Q1
"51,237",Alaska,All industry total,2012 Q1
"254,280",Arizona,All industry total,2012 Q1
"106,418",Arkansas,All industry total,2012 Q1
"1,988,198",California,All industry total,2012 Q1
"258,261",Colorado,All industry total,2012 Q1
"228,889",Connecticut,All industry total,2012 Q1
"57,307",Delaware,All industry total,2012 Q1
"104,200",District of Columbia,All industry total,2012 Q1
"2,799,377",Far West,All industry total,2012 Q1
"729,286",Florida,All industry total,2012 Q1
"415,871",Georgia,All industry total,2012 Q1
"2,124,233",Great Lakes,All industry total,2012 Q1
"68,635",Hawaii,All industry total,2012 Q1
"54,213",Idaho,All industry total,2012 Q1
"674,477",Illinois,All industry total,2012 Q1
"281,540",Indiana,All industry total,2012 Q1
"147,147",Iowa,All industry total,2012 Q1
"132,093",Kansas,All industry total,2012 Q1
"168,247",Kentucky,All industry total,2012 Q1
"217,625",Louisiana,All industry total,2012 Q1
"50,565",Maine,All industry total,2012 Q1
"318,250",Maryland,All industry total,2012 Q1
"410,102",Massachusetts,All industry total,2012 Q1
"396,626",Michigan,All industry total,2012 Q1
"2,774,293",Mideast,All industry total,2012 Q1
"279,522",Minnesota,All industry total,2012 Q1
"95,885",Mississippi,All industry total,2012 Q1
"253,184",Missouri,All industry total,2012 Q1
"38,151",Montana,All industry total,2012 Q1
"94,448",Nebraska,All industry total,2012 Q1
"119,635",Nevada,All industry total,2012 Q1
"829,297",New England,All industry total,2012 Q1
"63,432",New Hampshire,All industry total,2012 Q1
"494,558",New Jersey,All industry total,2012 Q1
"81,558",New Mexico,All industry total,2012 Q1
"1,207,714",New York,All industry total,2012 Q1
"426,942",North Carolina,All industry total,2012 Q1
"43,089",North Dakota,All industry total,2012 Q1
"511,474",Ohio,All industry total,2012 Q1
"152,740",Oklahoma,All industry total,2012 Q1
"202,705",Oregon,All industry total,2012 Q1
"592,256",Pennsylvania,All industry total,2012 Q1
"990,191",Plains,All industry total,2012 Q1
"49,214",Rhode Island,All industry total,2012 Q1
"506,136",Rocky Mountain,All industry total,2012 Q1
"169,300",South Carolina,All industry total,2012 Q1
"40,342",South Dakota,All industry total,2012 Q1
"3,262,893",Southeast,All industry total,2012 Q1
"1,792,576",Southwest,All industry total,2012 Q1
"265,344",Tennessee,All industry total,2012 Q1
"1,303,448",Texas,All industry total,2012 Q1
"15,081,265",United States,All industry total,2012 Q1
"119,781",Utah,All industry total,2012 Q1
"27,115",Vermont,All industry total,2012 Q1
"425,946",Virginia,All industry total,2012 Q1
"369,114",Washington,All industry total,2012 Q1
"64,795",West Virginia,All industry total,2012 Q1
"260,135",Wisconsin,All industry total,2012 Q1
"35,929",Wyoming,All industry total,2012 Q1
617,Alabama,"Arts, entertainment, and recreation",2012 Q1
241,Alaska,"Arts, entertainment, and recreation",2012 Q1
"2,493",Arizona,"Arts, entertainment, and recreation",2012 Q1
435,Arkansas,"Arts, entertainment, and recreation",2012 Q1
"25,903",California,"Arts, entertainment, and recreation",2012 Q1
"3,573",Colorado,"Arts, entertainment, and recreation",2012 Q1
"1,733",Connecticut,"Arts, entertainment, and recreation",2012 Q1
506,Delaware,"Arts, entertainment, and recreation",2012 Q1
605,District of Columbia,"Arts, entertainment, and recreation",2012 Q1
"34,143",Far West,"Arts, entertainment, and recreation",2012 Q1
"14,363",Florida,"Arts, entertainment, and recreation",2012 Q1
"2,814",Georgia,"Arts, entertainment, and recreation",2012 Q1
"18,514",Great Lakes,"Arts, entertainment, and recreation",2012 Q1
639,Hawaii,"Arts, entertainment, and recreation",2012 Q1
365,Idaho,"Arts, entertainment, and recreation",2012 Q1
"6,177",Illinois,"Arts, entertainment, and recreation",2012 Q1
"3,360",Indiana,"Arts, entertainment, and recreation",2012 Q1
"1,261",Iowa,"Arts, entertainment, and recreation",2012 Q1
715,Kansas,"Arts, entertainment, and recreation",2012 Q1
877,Kentucky,"Arts, entertainment, and recreation",2012 Q1
"2,326",Louisiana,"Arts, entertainment, and recreation",2012 Q1
453,Maine,"Arts, entertainment, and recreation",2012 Q1
"2,462",Maryland,"Arts, entertainment, and recreation",2012 Q1
"3,951",Massachusetts,"Arts, entertainment, and recreation",2012 Q1
"2,953",Michigan,"Arts, entertainment, and recreation",2012 Q1
"31,680",Mideast,"Arts, entertainment, and recreation",2012 Q1
"2,743",Minnesota,"Arts, entertainment, and recreation",2012 Q1
694,Mississippi,"Arts, entertainment, and recreation",2012 Q1
"3,415",Missouri,"Arts, entertainment, and recreation",2012 Q1
476,Montana,"Arts, entertainment, and recreation",2012 Q1
513,Nebraska,"Arts, entertainment, and recreation",2012 Q1
"3,271",Nevada,"Arts, entertainment, and recreation",2012 Q1
"7,319",New England,"Arts, entertainment, and recreation",2012 Q1
491,New Hampshire,"Arts, entertainment, and recreation",2012 Q1
"4,557",New Jersey,"Arts, entertainment, and recreation",2012 Q1
472,New Mexico,"Arts, entertainment, and recreation",2012 Q1
"16,265",New York,"Arts, entertainment, and recreation",2012 Q1
"3,786",North Carolina,"Arts, entertainment, and recreation",2012 Q1
140,North Dakota,"Arts, entertainment, and recreation",2012 Q1
"4,085",Ohio,"Arts, entertainment, and recreation",2012 Q1
"1,016",Oklahoma,"Arts, entertainment, and recreation",2012 Q1
"1,248",Oregon,"Arts, entertainment, and recreation",2012 Q1
"7,288",Pennsylvania,"Arts, entertainment, and recreation",2012 Q1
"9,059",Plains,"Arts, entertainment, and recreation",2012 Q1
455,Rhode Island,"Arts, entertainment, and recreation",2012 Q1
"5,666",Rocky Mountain,"Arts, entertainment, and recreation",2012 Q1
"1,183",South Carolina,"Arts, entertainment, and recreation",2012 Q1
273,South Dakota,"Arts, entertainment, and recreation",2012 Q1
"32,907",Southeast,"Arts, entertainment, and recreation",2012 Q1
"11,984",Southwest,"Arts, entertainment, and recreation",2012 Q1
"2,850",Tennessee,"Arts, entertainment, and recreation",2012 Q1
"8,003",Texas,"Arts, entertainment, and recreation",2012 Q1
"151,269",United States,"Arts, entertainment, and recreation",2012 Q1
"1,013",Utah,"Arts, entertainment, and recreation",2012 Q1
235,Vermont,"Arts, entertainment, and recreation",2012 Q1
"2,484",Virginia,"Arts, entertainment, and recreation",2012 Q1
"2,843",Washington,"Arts, entertainment, and recreation",2012 Q1
476,West Virginia,"Arts, entertainment, and recreation",2012 Q1
"1,939",Wisconsin,"Arts, entertainment, and recreation",2012 Q1
239,Wyoming,"Arts, entertainment, and recreation",2012 Q1
"7,678",Alabama,Construction,2012 Q1
"2,147",Alaska,Construction,2012 Q1
"11,168",Arizona,Construction,2012 Q1
"4,417",Arkansas,Construction,2012 Q1
"62,441",California,Construction,2012 Q1
"10,273",Colorado,Construction,2012 Q1
"6,985",Connecticut,Construction,2012 Q1
"1,581",Delaware,Construction,2012 Q1
"1,220",District of Columbia,Construction,2012 Q1
"92,660",Far West,Construction,2012 Q1
"30,528",Florida,Construction,2012 Q1
"14,533",Georgia,Construction,2012 Q1
"71,612",Great Lakes,Construction,2012 Q1
"3,750",Hawaii,Construction,2012 Q1
"2,248",Idaho,Construction,2012 Q1
"22,663",Illinois,Construction,2012 Q1
"11,504",Indiana,Construction,2012 Q1
"5,864",Iowa,Construction,2012 Q1
"4,729",Kansas,Construction,2012 Q1
"6,324",Kentucky,Construction,2012 Q1
"11,864",Louisiana,Construction,2012 Q1
"2,195",Maine,Construction,2012 Q1
"14,415",Maryland,Construction,2012 Q1
"13,282",Massachusetts,Construction,2012 Q1
"12,442",Michigan,Construction,2012 Q1
"94,486",Mideast,Construction,2012 Q1
"11,243",Minnesota,Construction,2012 Q1
"5,335",Mississippi,Construction,2012 Q1
"9,338",Missouri,Construction,2012 Q1
"2,091",Montana,Construction,2012 Q1
"4,139",Nebraska,Construction,2012 Q1
"4,982",Nevada,Construction,2012 Q1
"28,040",New England,Construction,2012 Q1
"2,250",New Hampshire,Construction,2012 Q1
"17,451",New Jersey,Construction,2012 Q1
"3,414",New Mexico,Construction,2012 Q1
"38,378",New York,Construction,2012 Q1
"15,358",North Carolina,Construction,2012 Q1
"2,461",North Dakota,Construction,2012 Q1
"16,429",Ohio,Construction,2012 Q1
"6,237",Oklahoma,Construction,2012 Q1
"6,407",Oregon,Construction,2012 Q1
"21,442",Pennsylvania,Construction,2012 Q1
"39,379",Plains,Construction,2012 Q1
"2,220",Rhode Island,Construction,2012 Q1
"22,568",Rocky Mountain,Construction,2012 Q1
"7,196",South Carolina,Construction,2012 Q1
"1,604",South Dakota,Construction,2012 Q1
"132,095",Southeast,Construction,2012 Q1
"86,099",Southwest,Construction,2012 Q1
"9,851",Tennessee,Construction,2012 Q1
"65,279",Texas,Construction,2012 Q1
"566,940",United States,Construction,2012 Q1
"6,179",Utah,Construction,2012 Q1
"1,108",Vermont,Construction,2012 Q1
"15,887",Virginia,Construction,2012 Q1
"12,933",Washington,Construction,2012 Q1
"3,124",West Virginia,Construction,2012 Q1
"8,575",Wisconsin,Construction,2012 Q1
"1,777",Wyoming,Construction,2012 Q1
908,Alabama,Educational services,2012 Q1
124,Alaska,Educational services,2012 Q1
"3,005",Arizona,Educational services,2012 Q1
533,Arkansas,Educational services,2012 Q1
"20,032",California,Educational services,2012 Q1
"1,988",Colorado,Educational services,2012 Q1
"4,258",Connecticut,Educational services,2012 Q1
322,Delaware,Educational services,2012 Q1
"2,984",District of Columbia,Educational services,2012 Q1
"24,860",Far West,Educational services,2012 Q1
"7,587",Florida,Educational services,2012 Q1
"4,488",Georgia,Educational services,2012 Q1
"21,949",Great Lakes,Educational services,2012 Q1
732,Hawaii,Educational services,2012 Q1
383,Idaho,Educational services,2012 Q1
"9,266",Illinois,Educational services,2012 Q1
"2,638",Indiana,Educational services,2012 Q1
"1,253",Iowa,Educational services,2012 Q1
807,Kansas,Educational services,2012 Q1
"1,004",Kentucky,Educational services,2012 Q1
"1,796",Louisiana,Educational services,2012 Q1
672,Maine,Educational services,2012 Q1
"4,414",Maryland,Educational services,2012 Q1
"11,115",Massachusetts,Educational services,2012 Q1
"2,951",Michigan,Educational services,2012 Q1
"47,329",Mideast,Educational services,2012 Q1
"2,692",Minnesota,Educational services,2012 Q1
717,Mississippi,Educational services,2012 Q1
"3,013",Missouri,Educational services,2012 Q1
162,Montana,Educational services,2012 Q1
768,Nebraska,Educational services,2012 Q1
480,Nevada,Educational services,2012 Q1
"19,265",New England,Educational services,2012 Q1
"1,243",New Hampshire,Educational services,2012 Q1
"5,054",New Jersey,Educational services,2012 Q1
450,New Mexico,Educational services,2012 Q1
"21,899",New York,Educational services,2012 Q1
"4,389",North Carolina,Educational services,2012 Q1
116,North Dakota,Educational services,2012 Q1
"4,564",Ohio,Educational services,2012 Q1
832,Oklahoma,Educational services,2012 Q1
"1,445",Oregon,Educational services,2012 Q1
"12,656",Pennsylvania,Educational services,2012 Q1
"8,899",Plains,Educational services,2012 Q1
"1,405",Rhode Island,Educational services,2012 Q1
"4,161",Rocky Mountain,Educational services,2012 Q1
"1,155",South Carolina,Educational services,2012 Q1
251,South Dakota,Educational services,2012 Q1
"29,131",Southeast,Educational services,2012 Q1
"12,331",Southwest,Educational services,2012 Q1
"2,550",Tennessee,Educational services,2012 Q1
"8,043",Texas,Educational services,2012 Q1
"167,923",United States,Educational services,2012 Q1
"1,549",Utah,Educational services,2012 Q1
571,Vermont,Educational services,2012 Q1
"3,692",Virginia,Educational services,2012 Q1
"2,047",Washington,Educational services,2012 Q1
312,West Virginia,Educational services,2012 Q1
"2,530",Wisconsin,Educational services,2012 Q1
79,Wyoming,Educational services,2012 Q1
"8,198",Alabama,Finance and insurance,2012 Q1
993,Alaska,Finance and insurance,2012 Q1
"16,343",Arizona,Finance and insurance,2012 Q1
"4,538",Arkansas,Finance and insurance,2012 Q1
"97,071",California,Finance and insurance,2012 Q1
"13,976",Colorado,Finance and insurance,2012 Q1
"31,587",Connecticut,Finance and insurance,2012 Q1
"16,120",Delaware,Finance and insurance,2012 Q1
"3,455",District of Columbia,Finance and insurance,2012 Q1
"126,418",Far West,Finance and insurance,2012 Q1
"38,668",Florida,Finance and insurance,2012 Q1
"28,647",Georgia,Finance and insurance,2012 Q1
"156,140",Great Lakes,Finance and insurance,2012 Q1
"2,065",Hawaii,Finance and insurance,2012 Q1
"2,533",Idaho,Finance and insurance,2012 Q1
"59,964",Illinois,Finance and insurance,2012 Q1
"13,949",Indiana,Finance and insurance,2012 Q1
"15,788",Iowa,Finance and insurance,2012 Q1
"6,629",Kansas,Finance and insurance,2012 Q1
"7,436",Kentucky,Finance and insurance,2012 Q1
"6,675",Louisiana,Finance and insurance,2012 Q1
"2,764",Maine,Finance and insurance,2012 Q1
"14,484",Maryland,Finance and insurance,2012 Q1
"34,274",Massachusetts,Finance and insurance,2012 Q1
"20,669",Michigan,Finance and insurance,2012 Q1
"290,171",Mideast,Finance and insurance,2012 Q1
"20,662",Minnesota,Finance and insurance,2012 Q1
"3,942",Mississippi,Finance and insurance,2012 Q1
"17,853",Missouri,Finance and insurance,2012 Q1
"1,701",Montana,Finance and insurance,2012 Q1
"7,128",Nebraska,Finance and insurance,2012 Q1
"5,777",Nevada,Finance and insurance,2012 Q1
"78,226",New England,Finance and insurance,2012 Q1
"4,481",New Hampshire,Finance and insurance,2012 Q1
"33,835",New Jersey,Finance and insurance,2012 Q1
"2,281",New Mexico,Finance and insurance,2012 Q1
"186,755",New York,Finance and insurance,2012 Q1
"34,196",North Carolina,Finance and insurance,2012 Q1
"1,910",North Dakota,Finance and insurance,2012 Q1
"43,533",Ohio,Finance and insurance,2012 Q1
"5,632",Oklahoma,Finance and insurance,2012 Q1
"6,888",Oregon,Finance and insurance,2012 Q1
"35,588",Pennsylvania,Finance and insurance,2012 Q1
"76,599",Plains,Finance and insurance,2012 Q1
"3,818",Rhode Island,Finance and insurance,2012 Q1
"28,132",Rocky Mountain,Finance and insurance,2012 Q1
"7,375",South Carolina,Finance and insurance,2012 Q1
"6,659",South Dakota,Finance and insurance,2012 Q1
"173,733",Southeast,Finance and insurance,2012 Q1
"84,356",Southwest,Finance and insurance,2012 Q1
"12,877",Tennessee,Finance and insurance,2012 Q1
"60,100",Texas,Finance and insurance,2012 Q1
"1,013,687",United States,Finance and insurance,2012 Q1
"9,039",Utah,Finance and insurance,2012 Q1
"1,288",Vermont,Finance and insurance,2012 Q1
"19,086",Virginia,Finance and insurance,2012 Q1
"13,621",Washington,Finance and insurance,2012 Q1
"2,080",West Virginia,Finance and insurance,2012 Q1
"18,022",Wisconsin,Finance and insurance,2012 Q1
881,Wyoming,Finance and insurance,2012 Q1
"30,756",Alabama,Government,2012 Q1
"9,887",Alaska,Government,2012 Q1
"35,547",Arizona,Government,2012 Q1
"13,968",Arkansas,Government,2012 Q1
"260,089",California,Government,2012 Q1
"32,987",Colorado,Government,2012 Q1
"22,891",Connecticut,Government,2012 Q1
"6,120",Delaware,Government,2012 Q1
"37,866",District of Columbia,Government,2012 Q1
"374,709",Far West,Government,2012 Q1
"95,754",Florida,Government,2012 Q1
"56,730",Georgia,Government,2012 Q1
"235,108",Great Lakes,Government,2012 Q1
"15,364",Hawaii,Government,2012 Q1
"7,810",Idaho,Government,2012 Q1
"69,478",Illinois,Government,2012 Q1
"27,357",Indiana,Government,2012 Q1
"16,917",Iowa,Government,2012 Q1
"18,836",Kansas,Government,2012 Q1
"25,463",Kentucky,Government,2012 Q1
"25,588",Louisiana,Government,2012 Q1
"7,079",Maine,Government,2012 Q1
"67,112",Maryland,Government,2012 Q1
"46,853",Massachusetts,Government,2012 Q1
"46,671",Michigan,Government,2012 Q1
"371,337",Mideast,Government,2012 Q1
"27,818",Minnesota,Government,2012 Q1
"16,389",Mississippi,Government,2012 Q1
"31,758",Missouri,Government,2012 Q1
"6,058",Montana,Government,2012 Q1
"12,539",Nebraska,Government,2012 Q1
"14,231",Nevada,Government,2012 Q1
"95,706",New England,Government,2012 Q1
"7,645",New Hampshire,Government,2012 Q1
"54,534",New Jersey,Government,2012 Q1
"19,717",New Mexico,Government,2012 Q1
"142,682",New York,Government,2012 Q1
"60,570",North Carolina,Government,2012 Q1
"4,818",North Dakota,Government,2012 Q1
"60,632",Ohio,Government,2012 Q1
"24,502",Oklahoma,Government,2012 Q1
"21,881",Oregon,Government,2012 Q1
"63,000",Pennsylvania,Government,2012 Q1
"117,639",Plains,Government,2012 Q1
"7,298",Rhode Island,Government,2012 Q1
"68,866",Rocky Mountain,Government,2012 Q1
"27,568",South Carolina,Government,2012 Q1
"4,953",South Dakota,Government,2012 Q1
"475,247",Southeast,Government,2012 Q1
"222,942",Southwest,Government,2012 Q1
"32,185",Tennessee,Government,2012 Q1
"143,176",Texas,Government,2012 Q1
"1,961,552",United States,Government,2012 Q1
"16,822",Utah,Government,2012 Q1
"3,939",Vermont,Government,2012 Q1
"79,300",Virginia,Government,2012 Q1
"53,256",Washington,Government,2012 Q1
"10,972",West Virginia,Government,2012 Q1
"30,970",Wisconsin,Government,2012 Q1
"5,189",Wyoming,Government,2012 Q1
"12,391",Alabama,Health care and social assistance,2012 Q1
