GDP,Geography,Industry,Quarter
"1,104",Vermont,Accommodation and food services,2010 Q1
"9,362",Virginia,Accommodation and food services,2010 Q1
"8,830",Washington,Accommodation and food services,2010 Q1
"1,877",West Virginia,Accommodation and food services,2010 Q1
"5,731",Wisconsin,Accommodation and food services,2010 Q1
"1,010",Wyoming,Accommodation and food services,2010 Q1
"4,330",Alabama,Administrative and waste management services,2010 Q1
961,Alaska,Administrative and waste management services,2010 Q1
"10,470",Arizona,Administrative and waste management services,2010 Q1
"2,414",Arkansas,Administrative and waste management services,2010 Q1
"56,387",California,Administrative and waste management services,2010 Q1
"7,659",Colorado,Administrative and waste management services,2010 Q1
"6,177",Connecticut,Administrative and waste management services,2010 Q1
"1,173",Delaware,Administrative and waste management services,2010 Q1
"2,585",District of Columbia,Administrative and waste management services,2010 Q1
"77,386",Far West,Administrative and waste management services,2010 Q1
"29,952",Florida,Administrative and waste management services,2010 Q1
"14,241",Georgia,Administrative and waste management services,2010 Q1
"61,947",Great Lakes,Administrative and waste management services,2010 Q1
"2,066",Hawaii,Administrative and waste management services,2010 Q1
"1,796",Idaho,Administrative and waste management services,2010 Q1
"20,611",Illinois,Administrative and waste management services,2010 Q1
"7,257",Indiana,Administrative and waste management services,2010 Q1
"2,994",Iowa,Administrative and waste management services,2010 Q1
"3,843",Kansas,Administrative and waste management services,2010 Q1
"4,044",Kentucky,Administrative and waste management services,2010 Q1
"5,259",Louisiana,Administrative and waste management services,2010 Q1
"1,465",Maine,Administrative and waste management services,2010 Q1
"9,280",Maryland,Administrative and waste management services,2010 Q1
"10,314",Massachusetts,Administrative and waste management services,2010 Q1
"13,239",Michigan,Administrative and waste management services,2010 Q1
"74,765",Mideast,Administrative and waste management services,2010 Q1
"6,491",Minnesota,Administrative and waste management services,2010 Q1
"2,182",Mississippi,Administrative and waste management services,2010 Q1
"7,246",Missouri,Administrative and waste management services,2010 Q1
826,Montana,Administrative and waste management services,2010 Q1
"2,004",Nebraska,Administrative and waste management services,2010 Q1
"3,556",Nevada,Administrative and waste management services,2010 Q1
"21,656",New England,Administrative and waste management services,2010 Q1
"1,909",New Hampshire,Administrative and waste management services,2010 Q1
"15,779",New Jersey,Administrative and waste management services,2010 Q1
"2,313",New Mexico,Administrative and waste management services,2010 Q1
"31,275",New York,Administrative and waste management services,2010 Q1
"11,799",North Carolina,Administrative and waste management services,2010 Q1
490,North Dakota,Administrative and waste management services,2010 Q1
"14,968",Ohio,Administrative and waste management services,2010 Q1
"4,546",Oklahoma,Administrative and waste management services,2010 Q1
"4,344",Oregon,Administrative and waste management services,2010 Q1
"14,672",Pennsylvania,Administrative and waste management services,2010 Q1
"23,686",Plains,Administrative and waste management services,2010 Q1
"1,272",Rhode Island,Administrative and waste management services,2010 Q1
"13,876",Rocky Mountain,Administrative and waste management services,2010 Q1
"6,710",South Carolina,Administrative and waste management services,2010 Q1
618,South Dakota,Administrative and waste management services,2010 Q1
"104,222",Southeast,Administrative and waste management services,2010 Q1
"55,869",Southwest,Administrative and waste management services,2010 Q1
"10,054",Tennessee,Administrative and waste management services,2010 Q1
"38,540",Texas,Administrative and waste management services,2010 Q1
"433,415",United States,Administrative and waste management services,2010 Q1
"3,214",Utah,Administrative and waste management services,2010 Q1
519,Vermont,Administrative and waste management services,2010 Q1
"11,831",Virginia,Administrative and waste management services,2010 Q1
"10,070",Washington,Administrative and waste management services,2010 Q1
"1,406",West Virginia,Administrative and waste management services,2010 Q1
"5,873",Wisconsin,Administrative and waste management services,2010 Q1
380,Wyoming,Administrative and waste management services,2010 Q1
"1,940",Alabama,"Agriculture, forestry, fishing, and hunting",2010 Q1
392,Alaska,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,378",Arizona,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,881",Arkansas,"Agriculture, forestry, fishing, and hunting",2010 Q1
"26,015",California,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,968",Colorado,"Agriculture, forestry, fishing, and hunting",2010 Q1
264,Connecticut,"Agriculture, forestry, fishing, and hunting",2010 Q1
,Delaware,"Agriculture, forestry, fishing, and hunting",2010 Q1
,District of Columbia,"Agriculture, forestry, fishing, and hunting",2010 Q1
"35,813",Far West,"Agriculture, forestry, fishing, and hunting",2010 Q1
"6,007",Florida,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,954",Georgia,"Agriculture, forestry, fishing, and hunting",2010 Q1
"17,096",Great Lakes,"Agriculture, forestry, fishing, and hunting",2010 Q1
349,Hawaii,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,575",Idaho,"Agriculture, forestry, fishing, and hunting",2010 Q1
"4,622",Illinois,"Agriculture, forestry, fishing, and hunting",2010 Q1
"3,228",Indiana,"Agriculture, forestry, fishing, and hunting",2010 Q1
"6,060",Iowa,"Agriculture, forestry, fishing, and hunting",2010 Q1
"3,809",Kansas,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,381",Kentucky,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,699",Louisiana,"Agriculture, forestry, fishing, and hunting",2010 Q1
725,Maine,"Agriculture, forestry, fishing, and hunting",2010 Q1
677,Maryland,"Agriculture, forestry, fishing, and hunting",2010 Q1
725,Massachusetts,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,869",Michigan,"Agriculture, forestry, fishing, and hunting",2010 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2010 Q1
"5,329",Minnesota,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,773",Mississippi,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,968",Missouri,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,417",Montana,"Agriculture, forestry, fishing, and hunting",2010 Q1
"4,616",Nebraska,"Agriculture, forestry, fishing, and hunting",2010 Q1
255,Nevada,"Agriculture, forestry, fishing, and hunting",2010 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2010 Q1
186,New Hampshire,"Agriculture, forestry, fishing, and hunting",2010 Q1
779,New Jersey,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,172",New Mexico,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,404",New York,"Agriculture, forestry, fishing, and hunting",2010 Q1
"3,887",North Carolina,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,902",North Dakota,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,881",Ohio,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,149",Oklahoma,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,941",Oregon,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,606",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2010 Q1
"28,234",Plains,"Agriculture, forestry, fishing, and hunting",2010 Q1
,Rhode Island,"Agriculture, forestry, fishing, and hunting",2010 Q1
"6,805",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,060",South Carolina,"Agriculture, forestry, fishing, and hunting",2010 Q1
"2,546",South Dakota,"Agriculture, forestry, fishing, and hunting",2010 Q1
"25,281",Southeast,"Agriculture, forestry, fishing, and hunting",2010 Q1
"13,422",Southwest,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,303",Tennessee,"Agriculture, forestry, fishing, and hunting",2010 Q1
"8,720",Texas,"Agriculture, forestry, fishing, and hunting",2010 Q1
"135,709",United States,"Agriculture, forestry, fishing, and hunting",2010 Q1
481,Utah,"Agriculture, forestry, fishing, and hunting",2010 Q1
290,Vermont,"Agriculture, forestry, fishing, and hunting",2010 Q1
"1,206",Virginia,"Agriculture, forestry, fishing, and hunting",2010 Q1
"5,866",Washington,"Agriculture, forestry, fishing, and hunting",2010 Q1
188,West Virginia,"Agriculture, forestry, fishing, and hunting",2010 Q1
"3,496",Wisconsin,"Agriculture, forestry, fishing, and hunting",2010 Q1
365,Wyoming,"Agriculture, forestry, fishing, and hunting",2010 Q1
"170,497",Alabama,All industry total,2010 Q1
"47,388",Alaska,All industry total,2010 Q1
"241,689",Arizona,All industry total,2010 Q1
"100,467",Arkansas,All industry total,2010 Q1
"1,909,945",California,All industry total,2010 Q1
"251,048",Colorado,All industry total,2010 Q1
"225,791",Connecticut,All industry total,2010 Q1
"55,890",Delaware,All industry total,2010 Q1
"101,022",District of Columbia,All industry total,2010 Q1
"2,684,337",Far West,All industry total,2010 Q1
"718,066",Florida,All industry total,2010 Q1
"400,335",Georgia,All industry total,2010 Q1
"2,008,672",Great Lakes,All industry total,2010 Q1
"66,397",Hawaii,All industry total,2010 Q1
"54,643",Idaho,All industry total,2010 Q1
"638,374",Illinois,All industry total,2010 Q1
"273,136",Indiana,All industry total,2010 Q1
"138,177",Iowa,All industry total,2010 Q1
"122,922",Kansas,All industry total,2010 Q1
"158,742",Kentucky,All industry total,2010 Q1
"218,589",Louisiana,All industry total,2010 Q1
"50,478",Maine,All industry total,2010 Q1
"307,008",Maryland,All industry total,2010 Q1
"387,764",Massachusetts,All industry total,2010 Q1
"371,587",Michigan,All industry total,2010 Q1
"2,711,400",Mideast,All industry total,2010 Q1
"262,564",Minnesota,All industry total,2010 Q1
"92,402",Mississippi,All industry total,2010 Q1
"253,495",Missouri,All industry total,2010 Q1
"36,374",Montana,All industry total,2010 Q1
"88,642",Nebraska,All industry total,2010 Q1
"116,921",Nevada,All industry total,2010 Q1
"799,876",New England,All industry total,2010 Q1
"61,813",New Hampshire,All industry total,2010 Q1
"493,731",New Jersey,All industry total,2010 Q1
"80,691",New Mexico,All industry total,2010 Q1
"1,185,829",New York,All industry total,2010 Q1
"414,488",North Carolina,All industry total,2010 Q1
"33,185",North Dakota,All industry total,2010 Q1
"478,714",Ohio,All industry total,2010 Q1
"143,399",Oklahoma,All industry total,2010 Q1
"189,084",Oregon,All industry total,2010 Q1
"567,915",Pennsylvania,All industry total,2010 Q1
"935,661",Plains,All industry total,2010 Q1
"48,418",Rhode Island,All industry total,2010 Q1
"494,015",Rocky Mountain,All industry total,2010 Q1
"161,273",South Carolina,All industry total,2010 Q1
"36,659",South Dakota,All industry total,2010 Q1
"3,160,361",Southeast,All industry total,2010 Q1
"1,662,860",Southwest,All industry total,2010 Q1
"249,260",Tennessee,All industry total,2010 Q1
"1,196,997",Texas,All industry total,2010 Q1
"14,457,482",United States,All industry total,2010 Q1
"115,057",Utah,All industry total,2010 Q1
"25,615",Vermont,All industry total,2010 Q1
"413,647",Virginia,All industry total,2010 Q1
"354,726",Washington,All industry total,2010 Q1
"62,649",West Virginia,All industry total,2010 Q1
"246,871",Wisconsin,All industry total,2010 Q1
"36,927",Wyoming,All industry total,2010 Q1
672,Alabama,"Arts, entertainment, and recreation",2010 Q1
201,Alaska,"Arts, entertainment, and recreation",2010 Q1
"2,439",Arizona,"Arts, entertainment, and recreation",2010 Q1
403,Arkansas,"Arts, entertainment, and recreation",2010 Q1
"24,119",California,"Arts, entertainment, and recreation",2010 Q1
"3,374",Colorado,"Arts, entertainment, and recreation",2010 Q1
"1,656",Connecticut,"Arts, entertainment, and recreation",2010 Q1
426,Delaware,"Arts, entertainment, and recreation",2010 Q1
828,District of Columbia,"Arts, entertainment, and recreation",2010 Q1
"31,946",Far West,"Arts, entertainment, and recreation",2010 Q1
"13,150",Florida,"Arts, entertainment, and recreation",2010 Q1
"2,756",Georgia,"Arts, entertainment, and recreation",2010 Q1
"18,586",Great Lakes,"Arts, entertainment, and recreation",2010 Q1
608,Hawaii,"Arts, entertainment, and recreation",2010 Q1
352,Idaho,"Arts, entertainment, and recreation",2010 Q1
"5,625",Illinois,"Arts, entertainment, and recreation",2010 Q1
"3,545",Indiana,"Arts, entertainment, and recreation",2010 Q1
"1,199",Iowa,"Arts, entertainment, and recreation",2010 Q1
527,Kansas,"Arts, entertainment, and recreation",2010 Q1
834,Kentucky,"Arts, entertainment, and recreation",2010 Q1
"2,471",Louisiana,"Arts, entertainment, and recreation",2010 Q1
422,Maine,"Arts, entertainment, and recreation",2010 Q1
"2,229",Maryland,"Arts, entertainment, and recreation",2010 Q1
"3,604",Massachusetts,"Arts, entertainment, and recreation",2010 Q1
"3,352",Michigan,"Arts, entertainment, and recreation",2010 Q1
"28,368",Mideast,"Arts, entertainment, and recreation",2010 Q1
"2,656",Minnesota,"Arts, entertainment, and recreation",2010 Q1
748,Mississippi,"Arts, entertainment, and recreation",2010 Q1
"3,399",Missouri,"Arts, entertainment, and recreation",2010 Q1
491,Montana,"Arts, entertainment, and recreation",2010 Q1
469,Nebraska,"Arts, entertainment, and recreation",2010 Q1
"2,960",Nevada,"Arts, entertainment, and recreation",2010 Q1
"6,804",New England,"Arts, entertainment, and recreation",2010 Q1
480,New Hampshire,"Arts, entertainment, and recreation",2010 Q1
"3,964",New Jersey,"Arts, entertainment, and recreation",2010 Q1
450,New Mexico,"Arts, entertainment, and recreation",2010 Q1
"14,867",New York,"Arts, entertainment, and recreation",2010 Q1
"3,646",North Carolina,"Arts, entertainment, and recreation",2010 Q1
129,North Dakota,"Arts, entertainment, and recreation",2010 Q1
"3,964",Ohio,"Arts, entertainment, and recreation",2010 Q1
995,Oklahoma,"Arts, entertainment, and recreation",2010 Q1
"1,072",Oregon,"Arts, entertainment, and recreation",2010 Q1
"6,054",Pennsylvania,"Arts, entertainment, and recreation",2010 Q1
"8,654",Plains,"Arts, entertainment, and recreation",2010 Q1
424,Rhode Island,"Arts, entertainment, and recreation",2010 Q1
"5,341",Rocky Mountain,"Arts, entertainment, and recreation",2010 Q1
"1,085",South Carolina,"Arts, entertainment, and recreation",2010 Q1
275,South Dakota,"Arts, entertainment, and recreation",2010 Q1
"31,323",Southeast,"Arts, entertainment, and recreation",2010 Q1
"11,324",Southwest,"Arts, entertainment, and recreation",2010 Q1
"2,623",Tennessee,"Arts, entertainment, and recreation",2010 Q1
"7,440",Texas,"Arts, entertainment, and recreation",2010 Q1
"142,340",United States,"Arts, entertainment, and recreation",2010 Q1
913,Utah,"Arts, entertainment, and recreation",2010 Q1
219,Vermont,"Arts, entertainment, and recreation",2010 Q1
"2,487",Virginia,"Arts, entertainment, and recreation",2010 Q1
"2,987",Washington,"Arts, entertainment, and recreation",2010 Q1
448,West Virginia,"Arts, entertainment, and recreation",2010 Q1
"2,101",Wisconsin,"Arts, entertainment, and recreation",2010 Q1
210,Wyoming,"Arts, entertainment, and recreation",2010 Q1
"7,987",Alabama,Construction,2010 Q1
"2,136",Alaska,Construction,2010 Q1
"11,600",Arizona,Construction,2010 Q1
"3,987",Arkansas,Construction,2010 Q1
"59,598",California,Construction,2010 Q1
"10,693",Colorado,Construction,2010 Q1
"6,723",Connecticut,Construction,2010 Q1
"1,581",Delaware,Construction,2010 Q1
964,District of Columbia,Construction,2010 Q1
"91,780",Far West,Construction,2010 Q1
"31,708",Florida,Construction,2010 Q1
"15,305",Georgia,Construction,2010 Q1
"68,073",Great Lakes,Construction,2010 Q1
"3,883",Hawaii,Construction,2010 Q1
"2,638",Idaho,Construction,2010 Q1
"23,273",Illinois,Construction,2010 Q1
"9,763",Indiana,Construction,2010 Q1
"5,236",Iowa,Construction,2010 Q1
"4,196",Kansas,Construction,2010 Q1
"6,160",Kentucky,Construction,2010 Q1
"11,582",Louisiana,Construction,2010 Q1
"2,114",Maine,Construction,2010 Q1
"13,428",Maryland,Construction,2010 Q1
"12,073",Massachusetts,Construction,2010 Q1
"11,277",Michigan,Construction,2010 Q1
"88,454",Mideast,Construction,2010 Q1
"10,224",Minnesota,Construction,2010 Q1
"4,924",Mississippi,Construction,2010 Q1
"9,514",Missouri,Construction,2010 Q1
"2,036",Montana,Construction,2010 Q1
"3,862",Nebraska,Construction,2010 Q1
"6,268",Nevada,Construction,2010 Q1
"26,133",New England,Construction,2010 Q1
"2,130",New Hampshire,Construction,2010 Q1
"16,034",New Jersey,Construction,2010 Q1
"3,635",New Mexico,Construction,2010 Q1
"36,970",New York,Construction,2010 Q1
"15,237",North Carolina,Construction,2010 Q1
"1,592",North Dakota,Construction,2010 Q1
"14,799",Ohio,Construction,2010 Q1
"5,433",Oklahoma,Construction,2010 Q1
"6,062",Oregon,Construction,2010 Q1
"19,478",Pennsylvania,Construction,2010 Q1
"36,071",Plains,Construction,2010 Q1
"2,077",Rhode Island,Construction,2010 Q1
"23,047",Rocky Mountain,Construction,2010 Q1
"7,238",South Carolina,Construction,2010 Q1
"1,447",South Dakota,Construction,2010 Q1
"131,190",Southeast,Construction,2010 Q1
"80,769",Southwest,Construction,2010 Q1
"8,960",Tennessee,Construction,2010 Q1
"60,100",Texas,Construction,2010 Q1
"545,522",United States,Construction,2010 Q1
"5,762",Utah,Construction,2010 Q1
"1,016",Vermont,Construction,2010 Q1
"15,388",Virginia,Construction,2010 Q1
"13,833",Washington,Construction,2010 Q1
"2,714",West Virginia,Construction,2010 Q1
"8,962",Wisconsin,Construction,2010 Q1
"1,918",Wyoming,Construction,2010 Q1
911,Alabama,Educational services,2010 Q1
131,Alaska,Educational services,2010 Q1
"2,770",Arizona,Educational services,2010 Q1
546,Arkansas,Educational services,2010 Q1
"19,286",California,Educational services,2010 Q1
"1,928",Colorado,Educational services,2010 Q1
"4,128",Connecticut,Educational services,2010 Q1
321,Delaware,Educational services,2010 Q1
"3,011",District of Columbia,Educational services,2010 Q1
"24,038",Far West,Educational services,2010 Q1
"7,413",Florida,Educational services,2010 Q1
"4,434",Georgia,Educational services,2010 Q1
"21,683",Great Lakes,Educational services,2010 Q1
734,Hawaii,Educational services,2010 Q1
378,Idaho,Educational services,2010 Q1
"8,966",Illinois,Educational services,2010 Q1
"2,574",Indiana,Educational services,2010 Q1
"1,278",Iowa,Educational services,2010 Q1
794,Kansas,Educational services,2010 Q1
983,Kentucky,Educational services,2010 Q1
"1,689",Louisiana,Educational services,2010 Q1
655,Maine,Educational services,2010 Q1
"4,245",Maryland,Educational services,2010 Q1
"10,934",Massachusetts,Educational services,2010 Q1
"2,981",Michigan,Educational services,2010 Q1
"46,231",Mideast,Educational services,2010 Q1
"2,694",Minnesota,Educational services,2010 Q1
680,Mississippi,Educational services,2010 Q1
"2,825",Missouri,Educational services,2010 Q1
159,Montana,Educational services,2010 Q1
773,Nebraska,Educational services,2010 Q1
487,Nevada,Educational services,2010 Q1
"18,931",New England,Educational services,2010 Q1
"1,259",New Hampshire,Educational services,2010 Q1
"5,141",New Jersey,Educational services,2010 Q1
459,New Mexico,Educational services,2010 Q1
"20,865",New York,Educational services,2010 Q1
"4,350",North Carolina,Educational services,2010 Q1
116,North Dakota,Educational services,2010 Q1
"4,653",Ohio,Educational services,2010 Q1
804,Oklahoma,Educational services,2010 Q1
"1,391",Oregon,Educational services,2010 Q1
"12,648",Pennsylvania,Educational services,2010 Q1
"8,771",Plains,Educational services,2010 Q1
"1,394",Rhode Island,Educational services,2010 Q1
"4,010",Rocky Mountain,Educational services,2010 Q1
"1,125",South Carolina,Educational services,2010 Q1
291,South Dakota,Educational services,2010 Q1
"28,837",Southeast,Educational services,2010 Q1
"11,651",Southwest,Educational services,2010 Q1
"2,490",Tennessee,Educational services,2010 Q1
"7,619",Texas,Educational services,2010 Q1
"164,150",United States,Educational services,2010 Q1
"1,466",Utah,Educational services,2010 Q1
562,Vermont,Educational services,2010 Q1
"3,917",Virginia,Educational services,2010 Q1
"2,008",Washington,Educational services,2010 Q1
299,West Virginia,Educational services,2010 Q1
"2,509",Wisconsin,Educational services,2010 Q1
79,Wyoming,Educational services,2010 Q1
"7,306",Alabama,Finance and insurance,2010 Q1
958,Alaska,Finance and insurance,2010 Q1
"13,425",Arizona,Finance and insurance,2010 Q1
"4,165",Arkansas,Finance and insurance,2010 Q1
"91,050",California,Finance and insurance,2010 Q1
"12,559",Colorado,Finance and insurance,2010 Q1
"35,540",Connecticut,Finance and insurance,2010 Q1
"15,301",Delaware,Finance and insurance,2010 Q1
"3,221",District of Columbia,Finance and insurance,2010 Q1
"119,305",Far West,Finance and insurance,2010 Q1
"36,711",Florida,Finance and insurance,2010 Q1
"26,177",Georgia,Finance and insurance,2010 Q1
"145,484",Great Lakes,Finance and insurance,2010 Q1
"1,777",Hawaii,Finance and insurance,2010 Q1
"2,213",Idaho,Finance and insurance,2010 Q1
"57,396",Illinois,Finance and insurance,2010 Q1
"13,165",Indiana,Finance and insurance,2010 Q1
"13,316",Iowa,Finance and insurance,2010 Q1
"5,537",Kansas,Finance and insurance,2010 Q1
"6,604",Kentucky,Finance and insurance,2010 Q1
"6,583",Louisiana,Finance and insurance,2010 Q1
"2,676",Maine,Finance and insurance,2010 Q1
"13,911",Maryland,Finance and insurance,2010 Q1
"32,991",Massachusetts,Finance and insurance,2010 Q1
"20,121",Michigan,Finance and insurance,2010 Q1
"297,752",Mideast,Finance and insurance,2010 Q1
"19,847",Minnesota,Finance and insurance,2010 Q1
"3,574",Mississippi,Finance and insurance,2010 Q1
"20,678",Missouri,Finance and insurance,2010 Q1
"1,620",Montana,Finance and insurance,2010 Q1
"6,951",Nebraska,Finance and insurance,2010 Q1
"5,412",Nevada,Finance and insurance,2010 Q1
"80,658",New England,Finance and insurance,2010 Q1
"3,992",New Hampshire,Finance and insurance,2010 Q1
"31,666",New Jersey,Finance and insurance,2010 Q1
"2,175",New Mexico,Finance and insurance,2010 Q1
"199,755",New York,Finance and insurance,2010 Q1
"28,461",North Carolina,Finance and insurance,2010 Q1
"1,580",North Dakota,Finance and insurance,2010 Q1
"38,596",Ohio,Finance and insurance,2010 Q1
"5,368",Oklahoma,Finance and insurance,2010 Q1
"6,595",Oregon,Finance and insurance,2010 Q1
"33,895",Pennsylvania,Finance and insurance,2010 Q1
"73,720",Plains,Finance and insurance,2010 Q1
"4,186",Rhode Island,Finance and insurance,2010 Q1
"24,418",Rocky Mountain,Finance and insurance,2010 Q1
"7,242",South Carolina,Finance and insurance,2010 Q1
"5,816",South Dakota,Finance and insurance,2010 Q1
"158,300",Southeast,Finance and insurance,2010 Q1
"76,740",Southwest,Finance and insurance,2010 Q1
"12,062",Tennessee,Finance and insurance,2010 Q1
"55,772",Texas,Finance and insurance,2010 Q1
"976,325",United States,Finance and insurance,2010 Q1
"7,273",Utah,Finance and insurance,2010 Q1
"1,276",Vermont,Finance and insurance,2010 Q1
"17,447",Virginia,Finance and insurance,2010 Q1
"13,511",Washington,Finance and insurance,2010 Q1
"1,966",West Virginia,Finance and insurance,2010 Q1
"16,206",Wisconsin,Finance and insurance,2010 Q1
753,Wyoming,Finance and insurance,2010 Q1
"30,681",Alabama,Government,2010 Q1
"9,204",Alaska,Government,2010 Q1
"34,237",Arizona,Government,2010 Q1
"13,934",Arkansas,Government,2010 Q1
"260,599",California,Government,2010 Q1
"33,676",Colorado,Government,2010 Q1
"23,018",Connecticut,Government,2010 Q1
"5,814",Delaware,Government,2010 Q1
"37,075",District of Columbia,Government,2010 Q1
"374,600",Far West,Government,2010 Q1
"96,606",Florida,Government,2010 Q1
"57,936",Georgia,Government,2010 Q1
"239,597",Great Lakes,Government,2010 Q1
"15,081",Hawaii,Government,2010 Q1
"8,026",Idaho,Government,2010 Q1
"71,549",Illinois,Government,2010 Q1
"27,695",Indiana,Government,2010 Q1
"17,069",Iowa,Government,2010 Q1
"18,471",Kansas,Government,2010 Q1
"25,793",Kentucky,Government,2010 Q1
"26,138",Louisiana,Government,2010 Q1
"7,378",Maine,Government,2010 Q1
"64,609",Maryland,Government,2010 Q1
"44,795",Massachusetts,Government,2010 Q1
"48,822",Michigan,Government,2010 Q1
"376,926",Mideast,Government,2010 Q1
"28,768",Minnesota,Government,2010 Q1
"17,241",Mississippi,Government,2010 Q1
"33,103",Missouri,Government,2010 Q1
"6,043",Montana,Government,2010 Q1
"12,276",Nebraska,Government,2010 Q1
"14,681",Nevada,Government,2010 Q1
"93,936",New England,Government,2010 Q1
"7,898",New Hampshire,Government,2010 Q1
"58,489",New Jersey,Government,2010 Q1
"19,574",New Mexico,Government,2010 Q1
"146,588",New York,Government,2010 Q1
"62,368",North Carolina,Government,2010 Q1
"4,743",North Dakota,Government,2010 Q1
"61,626",Ohio,Government,2010 Q1
"25,799",Oklahoma,Government,2010 Q1
"21,577",Oregon,Government,2010 Q1
"64,348",Pennsylvania,Government,2010 Q1
"119,316",Plains,Government,2010 Q1
"7,043",Rhode Island,Government,2010 Q1
"69,605",Rocky Mountain,Government,2010 Q1
"27,383",South Carolina,Government,2010 Q1
"4,885",South Dakota,Government,2010 Q1
"480,196",Southeast,Government,2010 Q1
"224,032",Southwest,Government,2010 Q1
"31,114",Tennessee,Government,2010 Q1
"144,422",Texas,Government,2010 Q1
"1,978,207",United States,Government,2010 Q1
"16,662",Utah,Government,2010 Q1
"3,803",Vermont,Government,2010 Q1
"79,998",Virginia,Government,2010 Q1
"53,458",Washington,Government,2010 Q1
"11,002",West Virginia,Government,2010 Q1
"29,905",Wisconsin,Government,2010 Q1
"5,199",Wyoming,Government,2010 Q1
"12,209",Alabama,Health care and social assistance,2010 Q1
"2,622",Alaska,Health care and social assistance,2010 Q1
