GDP,Geography,Industry,Quarter
"6,118",Wisconsin,Accommodation and food services,2014 Q1
"1,093",Wyoming,Accommodation and food services,2014 Q1
"4,877",Alabama,Administrative and waste management services,2014 Q1
"1,077",Alaska,Administrative and waste management services,2014 Q1
"11,922",Arizona,Administrative and waste management services,2014 Q1
"2,697",Arkansas,Administrative and waste management services,2014 Q1
"66,002",California,Administrative and waste management services,2014 Q1
"8,748",Colorado,Administrative and waste management services,2014 Q1
"6,583",Connecticut,Administrative and waste management services,2014 Q1
"1,376",Delaware,Administrative and waste management services,2014 Q1
"3,128",District of Columbia,Administrative and waste management services,2014 Q1
"89,312",Far West,Administrative and waste management services,2014 Q1
"31,502",Florida,Administrative and waste management services,2014 Q1
"16,688",Georgia,Administrative and waste management services,2014 Q1
"72,484",Great Lakes,Administrative and waste management services,2014 Q1
"2,531",Hawaii,Administrative and waste management services,2014 Q1
"1,911",Idaho,Administrative and waste management services,2014 Q1
"24,098",Illinois,Administrative and waste management services,2014 Q1
"8,663",Indiana,Administrative and waste management services,2014 Q1
"3,292",Iowa,Administrative and waste management services,2014 Q1
"4,608",Kansas,Administrative and waste management services,2014 Q1
"4,974",Kentucky,Administrative and waste management services,2014 Q1
"5,719",Louisiana,Administrative and waste management services,2014 Q1
"1,596",Maine,Administrative and waste management services,2014 Q1
"9,975",Maryland,Administrative and waste management services,2014 Q1
"11,660",Massachusetts,Administrative and waste management services,2014 Q1
"14,915",Michigan,Administrative and waste management services,2014 Q1
"80,575",Mideast,Administrative and waste management services,2014 Q1
"7,224",Minnesota,Administrative and waste management services,2014 Q1
"2,670",Mississippi,Administrative and waste management services,2014 Q1
"7,942",Missouri,Administrative and waste management services,2014 Q1
859,Montana,Administrative and waste management services,2014 Q1
"2,545",Nebraska,Administrative and waste management services,2014 Q1
"4,044",Nevada,Administrative and waste management services,2014 Q1
"24,203",New England,Administrative and waste management services,2014 Q1
"2,240",New Hampshire,Administrative and waste management services,2014 Q1
"18,127",New Jersey,Administrative and waste management services,2014 Q1
"2,202",New Mexico,Administrative and waste management services,2014 Q1
"31,897",New York,Administrative and waste management services,2014 Q1
"14,451",North Carolina,Administrative and waste management services,2014 Q1
732,North Dakota,Administrative and waste management services,2014 Q1
"18,023",Ohio,Administrative and waste management services,2014 Q1
"5,433",Oklahoma,Administrative and waste management services,2014 Q1
"4,868",Oregon,Administrative and waste management services,2014 Q1
"16,072",Pennsylvania,Administrative and waste management services,2014 Q1
"26,994",Plains,Administrative and waste management services,2014 Q1
"1,445",Rhode Island,Administrative and waste management services,2014 Q1
"15,945",Rocky Mountain,Administrative and waste management services,2014 Q1
"7,608",South Carolina,Administrative and waste management services,2014 Q1
651,South Dakota,Administrative and waste management services,2014 Q1
"118,483",Southeast,Administrative and waste management services,2014 Q1
"67,576",Southwest,Administrative and waste management services,2014 Q1
"11,758",Tennessee,Administrative and waste management services,2014 Q1
"48,020",Texas,Administrative and waste management services,2014 Q1
"495,561",United States,Administrative and waste management services,2014 Q1
"3,986",Utah,Administrative and waste management services,2014 Q1
679,Vermont,Administrative and waste management services,2014 Q1
"13,939",Virginia,Administrative and waste management services,2014 Q1
"10,798",Washington,Administrative and waste management services,2014 Q1
"1,602",West Virginia,Administrative and waste management services,2014 Q1
"6,784",Wisconsin,Administrative and waste management services,2014 Q1
441,Wyoming,Administrative and waste management services,2014 Q1
"2,424",Alabama,"Agriculture, forestry, fishing, and hunting",2014 Q1
393,Alaska,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,621",Arizona,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,959",Arkansas,"Agriculture, forestry, fishing, and hunting",2014 Q1
"26,392",California,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,759",Colorado,"Agriculture, forestry, fishing, and hunting",2014 Q1
265,Connecticut,"Agriculture, forestry, fishing, and hunting",2014 Q1
,Delaware,"Agriculture, forestry, fishing, and hunting",2014 Q1
,District of Columbia,"Agriculture, forestry, fishing, and hunting",2014 Q1
"35,737",Far West,"Agriculture, forestry, fishing, and hunting",2014 Q1
"4,451",Florida,"Agriculture, forestry, fishing, and hunting",2014 Q1
"3,382",Georgia,"Agriculture, forestry, fishing, and hunting",2014 Q1
"19,373",Great Lakes,"Agriculture, forestry, fishing, and hunting",2014 Q1
306,Hawaii,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,658",Idaho,"Agriculture, forestry, fishing, and hunting",2014 Q1
"5,987",Illinois,"Agriculture, forestry, fishing, and hunting",2014 Q1
"4,112",Indiana,"Agriculture, forestry, fishing, and hunting",2014 Q1
"7,332",Iowa,"Agriculture, forestry, fishing, and hunting",2014 Q1
"4,082",Kansas,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,008",Kentucky,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,684",Louisiana,"Agriculture, forestry, fishing, and hunting",2014 Q1
639,Maine,"Agriculture, forestry, fishing, and hunting",2014 Q1
798,Maryland,"Agriculture, forestry, fishing, and hunting",2014 Q1
605,Massachusetts,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,612",Michigan,"Agriculture, forestry, fishing, and hunting",2014 Q1
,Mideast,"Agriculture, forestry, fishing, and hunting",2014 Q1
"5,146",Minnesota,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,422",Mississippi,"Agriculture, forestry, fishing, and hunting",2014 Q1
"3,277",Missouri,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,364",Montana,"Agriculture, forestry, fishing, and hunting",2014 Q1
"6,001",Nebraska,"Agriculture, forestry, fishing, and hunting",2014 Q1
238,Nevada,"Agriculture, forestry, fishing, and hunting",2014 Q1
,New England,"Agriculture, forestry, fishing, and hunting",2014 Q1
190,New Hampshire,"Agriculture, forestry, fishing, and hunting",2014 Q1
580,New Jersey,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,031",New Mexico,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,247",New York,"Agriculture, forestry, fishing, and hunting",2014 Q1
"4,075",North Carolina,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,282",North Dakota,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,977",Ohio,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,163",Oklahoma,"Agriculture, forestry, fishing, and hunting",2014 Q1
"3,072",Oregon,"Agriculture, forestry, fishing, and hunting",2014 Q1
"2,889",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2014 Q1
"31,307",Plains,"Agriculture, forestry, fishing, and hunting",2014 Q1
,Rhode Island,"Agriculture, forestry, fishing, and hunting",2014 Q1
"6,859",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,021",South Carolina,"Agriculture, forestry, fishing, and hunting",2014 Q1
"3,193",South Dakota,"Agriculture, forestry, fishing, and hunting",2014 Q1
"27,373",Southeast,"Agriculture, forestry, fishing, and hunting",2014 Q1
"11,897",Southwest,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,438",Tennessee,"Agriculture, forestry, fishing, and hunting",2014 Q1
"7,088",Texas,"Agriculture, forestry, fishing, and hunting",2014 Q1
"141,650",United States,"Agriculture, forestry, fishing, and hunting",2014 Q1
627,Utah,"Agriculture, forestry, fishing, and hunting",2014 Q1
344,Vermont,"Agriculture, forestry, fishing, and hunting",2014 Q1
"1,302",Virginia,"Agriculture, forestry, fishing, and hunting",2014 Q1
"5,354",Washington,"Agriculture, forestry, fishing, and hunting",2014 Q1
193,West Virginia,"Agriculture, forestry, fishing, and hunting",2014 Q1
"3,674",Wisconsin,"Agriculture, forestry, fishing, and hunting",2014 Q1
452,Wyoming,"Agriculture, forestry, fishing, and hunting",2014 Q1
"179,860",Alabama,All industry total,2014 Q1
"48,348",Alaska,All industry total,2014 Q1
"260,741",Arizona,All industry total,2014 Q1
"108,316",Arkansas,All industry total,2014 Q1
"2,074,564",California,All industry total,2014 Q1
"272,192",Colorado,All industry total,2014 Q1
"226,901",Connecticut,All industry total,2014 Q1
"55,651",Delaware,All industry total,2014 Q1
"106,239",District of Columbia,All industry total,2014 Q1
"2,890,481",Far West,All industry total,2014 Q1
"758,100",Florida,All industry total,2014 Q1
"426,168",Georgia,All industry total,2014 Q1
"2,134,405",Great Lakes,All industry total,2014 Q1
"69,148",Hawaii,All industry total,2014 Q1
"56,419",Idaho,All industry total,2014 Q1
"663,118",Illinois,All industry total,2014 Q1
"285,229",Indiana,All industry total,2014 Q1
"148,840",Iowa,All industry total,2014 Q1
"128,348",Kansas,All industry total,2014 Q1
"168,349",Kentucky,All industry total,2014 Q1
"209,560",Louisiana,All industry total,2014 Q1
"49,130",Maine,All industry total,2014 Q1
"315,458",Maryland,All industry total,2014 Q1
"414,972",Massachusetts,All industry total,2014 Q1
"409,615",Michigan,All industry total,2014 Q1
"2,813,358",Mideast,All industry total,2014 Q1
"284,758",Minnesota,All industry total,2014 Q1
"93,818",Mississippi,All industry total,2014 Q1
"252,488",Missouri,All industry total,2014 Q1
"38,651",Montana,All industry total,2014 Q1
"96,543",Nebraska,All industry total,2014 Q1
"121,661",Nevada,All industry total,2014 Q1
"830,810",New England,All industry total,2014 Q1
"63,922",New Hampshire,All industry total,2014 Q1
"499,123",New Jersey,All industry total,2014 Q1
"81,143",New Mexico,All industry total,2014 Q1
"1,238,214",New York,All industry total,2014 Q1
"431,807",North Carolina,All industry total,2014 Q1
"47,375",North Dakota,All industry total,2014 Q1
"515,685",Ohio,All industry total,2014 Q1
"159,428",Oklahoma,All industry total,2014 Q1
"196,636",Oregon,All industry total,2014 Q1
"598,577",Pennsylvania,All industry total,2014 Q1
"998,406",Plains,All industry total,2014 Q1
"49,375",Rhode Island,All industry total,2014 Q1
"528,360",Rocky Mountain,All industry total,2014 Q1
"170,048",South Carolina,All industry total,2014 Q1
"39,606",South Dakota,All industry total,2014 Q1
"3,300,924",Southeast,All industry total,2014 Q1
"1,927,838",Southwest,All industry total,2014 Q1
"268,460",Tennessee,All industry total,2014 Q1
"1,425,276",Texas,All industry total,2014 Q1
"15,429,677",United States,All industry total,2014 Q1
"125,014",Utah,All industry total,2014 Q1
"26,551",Vermont,All industry total,2014 Q1
"422,790",Virginia,All industry total,2014 Q1
"380,147",Washington,All industry total,2014 Q1
"65,073",West Virginia,All industry total,2014 Q1
"260,946",Wisconsin,All industry total,2014 Q1
"36,410",Wyoming,All industry total,2014 Q1
641,Alabama,"Arts, entertainment, and recreation",2014 Q1
253,Alaska,"Arts, entertainment, and recreation",2014 Q1
"2,805",Arizona,"Arts, entertainment, and recreation",2014 Q1
468,Arkansas,"Arts, entertainment, and recreation",2014 Q1
"28,084",California,"Arts, entertainment, and recreation",2014 Q1
"3,903",Colorado,"Arts, entertainment, and recreation",2014 Q1
"1,797",Connecticut,"Arts, entertainment, and recreation",2014 Q1
494,Delaware,"Arts, entertainment, and recreation",2014 Q1
697,District of Columbia,"Arts, entertainment, and recreation",2014 Q1
"36,900",Far West,"Arts, entertainment, and recreation",2014 Q1
"15,041",Florida,"Arts, entertainment, and recreation",2014 Q1
"2,896",Georgia,"Arts, entertainment, and recreation",2014 Q1
"20,240",Great Lakes,"Arts, entertainment, and recreation",2014 Q1
690,Hawaii,"Arts, entertainment, and recreation",2014 Q1
406,Idaho,"Arts, entertainment, and recreation",2014 Q1
"6,329",Illinois,"Arts, entertainment, and recreation",2014 Q1
"3,371",Indiana,"Arts, entertainment, and recreation",2014 Q1
"1,178",Iowa,"Arts, entertainment, and recreation",2014 Q1
722,Kansas,"Arts, entertainment, and recreation",2014 Q1
984,Kentucky,"Arts, entertainment, and recreation",2014 Q1
"2,223",Louisiana,"Arts, entertainment, and recreation",2014 Q1
463,Maine,"Arts, entertainment, and recreation",2014 Q1
"2,873",Maryland,"Arts, entertainment, and recreation",2014 Q1
"3,952",Massachusetts,"Arts, entertainment, and recreation",2014 Q1
"3,337",Michigan,"Arts, entertainment, and recreation",2014 Q1
"32,324",Mideast,"Arts, entertainment, and recreation",2014 Q1
"2,829",Minnesota,"Arts, entertainment, and recreation",2014 Q1
691,Mississippi,"Arts, entertainment, and recreation",2014 Q1
"3,350",Missouri,"Arts, entertainment, and recreation",2014 Q1
508,Montana,"Arts, entertainment, and recreation",2014 Q1
567,Nebraska,"Arts, entertainment, and recreation",2014 Q1
"3,496",Nevada,"Arts, entertainment, and recreation",2014 Q1
"7,535",New England,"Arts, entertainment, and recreation",2014 Q1
540,New Hampshire,"Arts, entertainment, and recreation",2014 Q1
"4,313",New Jersey,"Arts, entertainment, and recreation",2014 Q1
481,New Mexico,"Arts, entertainment, and recreation",2014 Q1
"16,871",New York,"Arts, entertainment, and recreation",2014 Q1
"4,095",North Carolina,"Arts, entertainment, and recreation",2014 Q1
153,North Dakota,"Arts, entertainment, and recreation",2014 Q1
"5,008",Ohio,"Arts, entertainment, and recreation",2014 Q1
"1,040",Oklahoma,"Arts, entertainment, and recreation",2014 Q1
"1,195",Oregon,"Arts, entertainment, and recreation",2014 Q1
"7,077",Pennsylvania,"Arts, entertainment, and recreation",2014 Q1
"9,069",Plains,"Arts, entertainment, and recreation",2014 Q1
528,Rhode Island,"Arts, entertainment, and recreation",2014 Q1
"6,082",Rocky Mountain,"Arts, entertainment, and recreation",2014 Q1
"1,218",South Carolina,"Arts, entertainment, and recreation",2014 Q1
270,South Dakota,"Arts, entertainment, and recreation",2014 Q1
"34,426",Southeast,"Arts, entertainment, and recreation",2014 Q1
"13,356",Southwest,"Arts, entertainment, and recreation",2014 Q1
"3,011",Tennessee,"Arts, entertainment, and recreation",2014 Q1
"9,029",Texas,"Arts, entertainment, and recreation",2014 Q1
"159,926",United States,"Arts, entertainment, and recreation",2014 Q1
"1,039",Utah,"Arts, entertainment, and recreation",2014 Q1
255,Vermont,"Arts, entertainment, and recreation",2014 Q1
"2,683",Virginia,"Arts, entertainment, and recreation",2014 Q1
"3,182",Washington,"Arts, entertainment, and recreation",2014 Q1
473,West Virginia,"Arts, entertainment, and recreation",2014 Q1
"2,194",Wisconsin,"Arts, entertainment, and recreation",2014 Q1
226,Wyoming,"Arts, entertainment, and recreation",2014 Q1
"7,356",Alabama,Construction,2014 Q1
"2,266",Alaska,Construction,2014 Q1
"12,402",Arizona,Construction,2014 Q1
"3,890",Arkansas,Construction,2014 Q1
"67,426",California,Construction,2014 Q1
"12,007",Colorado,Construction,2014 Q1
"6,660",Connecticut,Construction,2014 Q1
"1,615",Delaware,Construction,2014 Q1
"1,295",District of Columbia,Construction,2014 Q1
"99,654",Far West,Construction,2014 Q1
"32,508",Florida,Construction,2014 Q1
"14,956",Georgia,Construction,2014 Q1
"71,664",Great Lakes,Construction,2014 Q1
"3,803",Hawaii,Construction,2014 Q1
"2,419",Idaho,Construction,2014 Q1
"22,871",Illinois,Construction,2014 Q1
"10,250",Indiana,Construction,2014 Q1
"6,001",Iowa,Construction,2014 Q1
"4,860",Kansas,Construction,2014 Q1
"6,329",Kentucky,Construction,2014 Q1
"12,117",Louisiana,Construction,2014 Q1
"1,992",Maine,Construction,2014 Q1
"13,637",Maryland,Construction,2014 Q1
"13,807",Massachusetts,Construction,2014 Q1
"13,050",Michigan,Construction,2014 Q1
"91,213",Mideast,Construction,2014 Q1
"12,053",Minnesota,Construction,2014 Q1
"4,931",Mississippi,Construction,2014 Q1
"9,301",Missouri,Construction,2014 Q1
"2,108",Montana,Construction,2014 Q1
"3,943",Nebraska,Construction,2014 Q1
"5,305",Nevada,Construction,2014 Q1
"27,714",New England,Construction,2014 Q1
"2,199",New Hampshire,Construction,2014 Q1
"17,117",New Jersey,Construction,2014 Q1
"3,217",New Mexico,Construction,2014 Q1
"37,327",New York,Construction,2014 Q1
"15,137",North Carolina,Construction,2014 Q1
"2,825",North Dakota,Construction,2014 Q1
"16,813",Ohio,Construction,2014 Q1
"6,791",Oklahoma,Construction,2014 Q1
"6,794",Oregon,Construction,2014 Q1
"20,221",Pennsylvania,Construction,2014 Q1
"40,534",Plains,Construction,2014 Q1
"2,012",Rhode Island,Construction,2014 Q1
"24,938",Rocky Mountain,Construction,2014 Q1
"7,435",South Carolina,Construction,2014 Q1
"1,552",South Dakota,Construction,2014 Q1
"131,960",Southeast,Construction,2014 Q1
"92,800",Southwest,Construction,2014 Q1
"9,264",Tennessee,Construction,2014 Q1
"70,390",Texas,Construction,2014 Q1
"580,477",United States,Construction,2014 Q1
"6,573",Utah,Construction,2014 Q1
"1,044",Vermont,Construction,2014 Q1
"15,357",Virginia,Construction,2014 Q1
"14,060",Washington,Construction,2014 Q1
"2,678",West Virginia,Construction,2014 Q1
"8,680",Wisconsin,Construction,2014 Q1
"1,831",Wyoming,Construction,2014 Q1
922,Alabama,Educational services,2014 Q1
117,Alaska,Educational services,2014 Q1
"2,837",Arizona,Educational services,2014 Q1
544,Arkansas,Educational services,2014 Q1
"19,845",California,Educational services,2014 Q1
"1,999",Colorado,Educational services,2014 Q1
"4,394",Connecticut,Educational services,2014 Q1
357,Delaware,Educational services,2014 Q1
"3,295",District of Columbia,Educational services,2014 Q1
"24,611",Far West,Educational services,2014 Q1
"7,219",Florida,Educational services,2014 Q1
"4,433",Georgia,Educational services,2014 Q1
"21,687",Great Lakes,Educational services,2014 Q1
695,Hawaii,Educational services,2014 Q1
381,Idaho,Educational services,2014 Q1
"9,234",Illinois,Educational services,2014 Q1
"2,605",Indiana,Educational services,2014 Q1
"1,243",Iowa,Educational services,2014 Q1
762,Kansas,Educational services,2014 Q1
965,Kentucky,Educational services,2014 Q1
"1,792",Louisiana,Educational services,2014 Q1
678,Maine,Educational services,2014 Q1
"4,342",Maryland,Educational services,2014 Q1
"11,174",Massachusetts,Educational services,2014 Q1
"2,986",Michigan,Educational services,2014 Q1
"47,361",Mideast,Educational services,2014 Q1
"2,622",Minnesota,Educational services,2014 Q1
707,Mississippi,Educational services,2014 Q1
"2,957",Missouri,Educational services,2014 Q1
166,Montana,Educational services,2014 Q1
690,Nebraska,Educational services,2014 Q1
485,Nevada,Educational services,2014 Q1
"19,478",New England,Educational services,2014 Q1
"1,259",New Hampshire,Educational services,2014 Q1
"5,029",New Jersey,Educational services,2014 Q1
424,New Mexico,Educational services,2014 Q1
"21,750",New York,Educational services,2014 Q1
"4,499",North Carolina,Educational services,2014 Q1
116,North Dakota,Educational services,2014 Q1
"4,362",Ohio,Educational services,2014 Q1
838,Oklahoma,Educational services,2014 Q1
"1,409",Oregon,Educational services,2014 Q1
"12,588",Pennsylvania,Educational services,2014 Q1
"8,637",Plains,Educational services,2014 Q1
"1,405",Rhode Island,Educational services,2014 Q1
"4,143",Rocky Mountain,Educational services,2014 Q1
"1,165",South Carolina,Educational services,2014 Q1
247,South Dakota,Educational services,2014 Q1
"28,536",Southeast,Educational services,2014 Q1
"12,105",Southwest,Educational services,2014 Q1
"2,527",Tennessee,Educational services,2014 Q1
"8,005",Texas,Educational services,2014 Q1
"166,560",United States,Educational services,2014 Q1
"1,519",Utah,Educational services,2014 Q1
569,Vermont,Educational services,2014 Q1
"3,477",Virginia,Educational services,2014 Q1
"2,061",Washington,Educational services,2014 Q1
288,West Virginia,Educational services,2014 Q1
"2,500",Wisconsin,Educational services,2014 Q1
77,Wyoming,Educational services,2014 Q1
"8,138",Alabama,Finance and insurance,2014 Q1
865,Alaska,Finance and insurance,2014 Q1
"16,587",Arizona,Finance and insurance,2014 Q1
"3,632",Arkansas,Finance and insurance,2014 Q1
"88,346",California,Finance and insurance,2014 Q1
"13,933",Colorado,Finance and insurance,2014 Q1
"27,833",Connecticut,Finance and insurance,2014 Q1
"13,907",Delaware,Finance and insurance,2014 Q1
"3,315",District of Columbia,Finance and insurance,2014 Q1
"114,924",Far West,Finance and insurance,2014 Q1
"40,196",Florida,Finance and insurance,2014 Q1
"29,002",Georgia,Finance and insurance,2014 Q1
"141,285",Great Lakes,Finance and insurance,2014 Q1
"1,862",Hawaii,Finance and insurance,2014 Q1
"2,356",Idaho,Finance and insurance,2014 Q1
"54,410",Illinois,Finance and insurance,2014 Q1
"12,393",Indiana,Finance and insurance,2014 Q1
"13,969",Iowa,Finance and insurance,2014 Q1
"6,407",Kansas,Finance and insurance,2014 Q1
"7,216",Kentucky,Finance and insurance,2014 Q1
"6,456",Louisiana,Finance and insurance,2014 Q1
"2,512",Maine,Finance and insurance,2014 Q1
"14,600",Maryland,Finance and insurance,2014 Q1
"32,825",Massachusetts,Finance and insurance,2014 Q1
"18,996",Michigan,Finance and insurance,2014 Q1
"298,031",Mideast,Finance and insurance,2014 Q1
"19,594",Minnesota,Finance and insurance,2014 Q1
"3,501",Mississippi,Finance and insurance,2014 Q1
"17,602",Missouri,Finance and insurance,2014 Q1
"1,384",Montana,Finance and insurance,2014 Q1
"7,261",Nebraska,Finance and insurance,2014 Q1
"5,264",Nevada,Finance and insurance,2014 Q1
"73,193",New England,Finance and insurance,2014 Q1
"4,750",New Hampshire,Finance and insurance,2014 Q1
"31,863",New Jersey,Finance and insurance,2014 Q1
"2,117",New Mexico,Finance and insurance,2014 Q1
"199,402",New York,Finance and insurance,2014 Q1
"30,453",North Carolina,Finance and insurance,2014 Q1
"1,570",North Dakota,Finance and insurance,2014 Q1
"39,471",Ohio,Finance and insurance,2014 Q1
"5,459",Oklahoma,Finance and insurance,2014 Q1
"6,316",Oregon,Finance and insurance,2014 Q1
"34,800",Pennsylvania,Finance and insurance,2014 Q1
"72,122",Plains,Finance and insurance,2014 Q1
"4,101",Rhode Island,Finance and insurance,2014 Q1
"27,592",Rocky Mountain,Finance and insurance,2014 Q1
"6,698",South Carolina,Finance and insurance,2014 Q1
"5,739",South Dakota,Finance and insurance,2014 Q1
"167,474",Southeast,Finance and insurance,2014 Q1
"83,909",Southwest,Finance and insurance,2014 Q1
"12,346",Tennessee,Finance and insurance,2014 Q1
"59,747",Texas,Finance and insurance,2014 Q1
"978,660",United States,Finance and insurance,2014 Q1
"9,122",Utah,Finance and insurance,2014 Q1
"1,146",Vermont,Finance and insurance,2014 Q1
"18,110",Virginia,Finance and insurance,2014 Q1
"12,264",Washington,Finance and insurance,2014 Q1
"1,728",West Virginia,Finance and insurance,2014 Q1
"16,008",Wisconsin,Finance and insurance,2014 Q1
793,Wyoming,Finance and insurance,2014 Q1
"29,562",Alabama,Government,2014 Q1
"9,165",Alaska,Government,2014 Q1
"35,771",Arizona,Government,2014 Q1
"13,857",Arkansas,Government,2014 Q1
"256,319",California,Government,2014 Q1
"33,302",Colorado,Government,2014 Q1
"23,568",Connecticut,Government,2014 Q1
"6,026",Delaware,Government,2014 Q1
"36,971",District of Columbia,Government,2014 Q1
"370,973",Far West,Government,2014 Q1
"95,111",Florida,Government,2014 Q1
"56,053",Georgia,Government,2014 Q1
"228,688",Great Lakes,Government,2014 Q1
"15,476",Hawaii,Government,2014 Q1
"7,847",Idaho,Government,2014 Q1
"68,005",Illinois,Government,2014 Q1
"25,882",Indiana,Government,2014 Q1
"17,277",Iowa,Government,2014 Q1
"18,169",Kansas,Government,2014 Q1
"25,245",Kentucky,Government,2014 Q1
"23,827",Louisiana,Government,2014 Q1
"6,895",Maine,Government,2014 Q1
"66,557",Maryland,Government,2014 Q1
"45,733",Massachusetts,Government,2014 Q1
"45,480",Michigan,Government,2014 Q1
"370,729",Mideast,Government,2014 Q1
"28,863",Minnesota,Government,2014 Q1
"16,273",Mississippi,Government,2014 Q1
"30,995",Missouri,Government,2014 Q1
"5,884",Montana,Government,2014 Q1
"12,151",Nebraska,Government,2014 Q1
"14,038",Nevada,Government,2014 Q1
"94,436",New England,Government,2014 Q1
"7,340",New Hampshire,Government,2014 Q1
"54,501",New Jersey,Government,2014 Q1
"19,802",New Mexico,Government,2014 Q1
"144,014",New York,Government,2014 Q1
"58,425",North Carolina,Government,2014 Q1
"4,726",North Dakota,Government,2014 Q1
"59,438",Ohio,Government,2014 Q1
"25,403",Oklahoma,Government,2014 Q1
"22,289",Oregon,Government,2014 Q1
"62,634",Pennsylvania,Government,2014 Q1
"116,747",Plains,Government,2014 Q1
"6,881",Rhode Island,Government,2014 Q1
"68,898",Rocky Mountain,Government,2014 Q1
"27,165",South Carolina,Government,2014 Q1
"4,564",South Dakota,Government,2014 Q1
"468,060",Southeast,Government,2014 Q1
"226,270",Southwest,Government,2014 Q1
"32,507",Tennessee,Government,2014 Q1
"145,294",Texas,Government,2014 Q1
"1,944,798",United States,Government,2014 Q1
"16,492",Utah,Government,2014 Q1
"4,019",Vermont,Government,2014 Q1
"79,399",Virginia,Government,2014 Q1
"53,684",Washington,Government,2014 Q1
"10,636",West Virginia,Government,2014 Q1
"29,884",Wisconsin,Government,2014 Q1
"5,374",Wyoming,Government,2014 Q1
"12,574",Alabama,Health care and social assistance,2014 Q1
